in_capital;co_curso;qt_vg_total;qt_vg_total_diurno;qt_vg_total_noturno;qt_vg_nova;qt_vg_remanesc;qt_inscrito_total;qt_inscrito_total_diurno;qt_inscrito_total_noturno;qt_insc_vg_nova;qt_insc_vg_remanesc;qt_ing;qt_ing_fem;qt_ing_masc;qt_ing_diurno;qt_ing_noturno;qt_ing_vg_nova;qt_ing_vestibular;qt_ing_enem;qt_ing_vg_remanesc;qt_ing_outra_forma;qt_ing_0_17;qt_ing_18_24;qt_ing_25_29;qt_ing_30_34;qt_ing_35_39;qt_ing_40_49;qt_ing_50_59;qt_ing_60_mais;qt_ing_branca;qt_ing_preta;qt_ing_parda;qt_ing_amarela;qt_ing_indigena;qt_ing_cornd;qt_mat;qt_mat_fem;qt_mat_masc;qt_mat_diurno;qt_mat_noturno;qt_mat_0_17;qt_mat_18_24;qt_mat_25_29;qt_mat_30_34;qt_mat_35_39;qt_mat_40_49;qt_mat_50_59;qt_mat_60_mais;qt_mat_branca;qt_mat_preta;qt_mat_parda;qt_mat_amarela;qt_mat_indigena;qt_mat_cornd;qt_conc;qt_conc_fem;qt_conc_masc;qt_conc_diurno;qt_conc_noturno;qt_conc_18_24;qt_conc_25_29;qt_conc_30_34;qt_conc_35_39;qt_conc_40_49;qt_conc_50_59;qt_conc_60_mais;qt_conc_branca;qt_conc_preta;qt_conc_parda;qt_conc_amarela;qt_conc_indigena;qt_conc_cornd;qt_ing_nacbras;qt_mat_nacbras;qt_mat_nacestrang;qt_conc_nacbras;qt_aluno_deficiente;qt_ing_deficiente;qt_mat_deficiente;qt_conc_deficiente;qt_ing_reserva_vaga;qt_ing_rvredepublica;qt_ing_rvetnico;qt_ing_rvsocial_rf;qt_ing_rvoutros;qt_mat_reserva_vaga;qt_mat_rvredepublica;qt_mat_rvetnico;qt_mat_rvsocial_rf;qt_mat_rvoutros;qt_conc_reserva_vaga;qt_conc_rvredepublica;qt_conc_rvetnico;qt_conc_rvsocial_rf;qt_conc_rvoutros;qt_sit_trancada;qt_sit_desvinculado;qt_ing_procescpublica;qt_ing_procescprivada;qt_mat_procescpublica;qt_mat_procescprivada;qt_mat_procnaoinformada;qt_conc_procescpublica;qt_conc_procescprivada;qt_conc_procnaoinformada;qt_apoio_social;qt_ing_apoio_social;qt_mat_apoio_social;qt_conc_apoio_social;qt_ativ_extracurricular;qt_ing_ativ_extracurricular;qt_mat_ativ_extracurricular;qt_conc_ativ_extracurricular;qt_mob_academica;qt_mat_mob_academica;qt_conc_mob_academica;no_curso;no_municipio;no_cine_area_geral;tp_grau_academico;enade_faixa;cpc_faixa
1.0;1102627.0;100.0;100.0;0.0;80.0;20.0;1633.0;1633.0;0.0;1617.0;16.0;75.0;29.0;46.0;75.0;0.0;67.0;0.0;67.0;5.0;3.0;2.0;50.0;15.0;4.0;3.0;0.0;1.0;0.0;24.0;12.0;39.0;0.0;0.0;0.0;324.0;133.0;191.0;324.0;0.0;2.0;172.0;67.0;38.0;23.0;15.0;5.0;2.0;90.0;59.0;164.0;4.0;0.0;7.0;20.0;9.0;11.0;20.0;0.0;2.0;7.0;4.0;4.0;3.0;0.0;0.0;6.0;4.0;9.0;1.0;0.0;0.0;75.0;324.0;0.0;20.0;8.0;2.0;7.0;0.0;2.0;2.0;1.0;0.0;0.0;7.0;4.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;9.0;65.0;7.0;68.0;16.0;308.0;0.0;0.0;20.0;0.0;9.0;0.0;9.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0;0.0;educacao_fisica;recife;educacao;licenciatura;5;4
1.0;57872.0;120.0;120.0;0.0;80.0;40.0;576.0;576.0;0.0;572.0;4.0;72.0;36.0;36.0;72.0;0.0;69.0;0.0;69.0;3.0;0.0;1.0;49.0;8.0;5.0;5.0;3.0;1.0;0.0;19.0;8.0;42.0;1.0;0.0;2.0;257.0;129.0;128.0;257.0;0.0;1.0;168.0;39.0;18.0;9.0;12.0;6.0;4.0;74.0;36.0;134.0;4.0;0.0;9.0;7.0;3.0;4.0;7.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;72.0;257.0;0.0;7.0;1.0;0.0;0.0;0.0;8.0;7.0;7.0;5.0;2.0;10.0;8.0;8.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;83.0;10.0;62.0;21.0;236.0;0.0;5.0;2.0;0.0;13.0;1.0;12.0;0.0;22.0;0.0;22.0;0.0;0.0;0.0;0.0;engenharia_agricola_e_ambiental;recife;agricultura,_silvicultura,_pesca_e_veterinaria;bacharelado;SC;5
1.0;1448711.0;80.0;80.0;0.0;80.0;0.0;449.0;449.0;0.0;449.0;0.0;60.0;37.0;23.0;60.0;0.0;60.0;0.0;60.0;0.0;0.0;5.0;47.0;3.0;3.0;2.0;0.0;0.0;0.0;28.0;5.0;27.0;0.0;0.0;0.0;162.0;96.0;66.0;162.0;0.0;5.0;141.0;9.0;4.0;2.0;0.0;1.0;0.0;72.0;15.0;73.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;162.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;26.0;6.0;54.0;6.0;156.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;12.0;0.0;11.0;0.0;0.0;0.0;0.0;engenharia_ambiental;recife;engenharia,_producao_e_construcao;bacharelado;SC;SC
1.0;14504.0;120.0;120.0;0.0;80.0;40.0;584.0;584.0;0.0;583.0;1.0;67.0;16.0;51.0;67.0;0.0;67.0;0.0;67.0;0.0;0.0;1.0;42.0;1.0;5.0;8.0;7.0;3.0;0.0;30.0;6.0;26.0;1.0;1.0;3.0;245.0;64.0;181.0;245.0;0.0;1.0;146.0;34.0;17.0;16.0;21.0;10.0;0.0;95.0;29.0;113.0;1.0;1.0;6.0;9.0;3.0;6.0;9.0;0.0;3.0;5.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;6.0;0.0;0.0;0.0;67.0;244.0;1.0;9.0;4.0;0.0;3.0;0.0;7.0;4.0;4.0;2.0;3.0;17.0;9.0;6.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;4.0;75.0;9.0;58.0;25.0;220.0;0.0;5.0;4.0;0.0;9.0;0.0;9.0;0.0;17.0;0.0;17.0;0.0;0.0;0.0;0.0;engenharia_de_pesca;recife;agricultura,_silvicultura,_pesca_e_veterinaria;bacharelado;SC;4
1.0;14503.0;120.0;120.0;0.0;80.0;40.0;561.0;561.0;0.0;558.0;3.0;74.0;44.0;30.0;74.0;0.0;73.0;0.0;73.0;0.0;1.0;1.0;58.0;6.0;3.0;4.0;1.0;1.0;0.0;25.0;9.0;40.0;0.0;0.0;0.0;304.0;165.0;139.0;304.0;0.0;1.0;212.0;57.0;17.0;11.0;2.0;3.0;1.0;94.0;42.0;160.0;3.0;1.0;4.0;8.0;8.0;0.0;8.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;5.0;0.0;0.0;0.0;74.0;304.0;0.0;8.0;3.0;0.0;2.0;0.0;6.0;3.0;2.0;1.0;4.0;9.0;4.0;2.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;3.0;65.0;9.0;65.0;15.0;288.0;1.0;0.0;8.0;0.0;17.0;0.0;16.0;1.0;23.0;0.0;23.0;2.0;0.0;0.0;0.0;engenharia_florestal;recife;agricultura,_silvicultura,_pesca_e_veterinaria;bacharelado;4;4
1.0;14510.0;120.0;60.0;60.0;80.0;40.0;454.0;221.0;233.0;450.0;4.0;74.0;22.0;52.0;37.0;37.0;72.0;0.0;72.0;2.0;0.0;2.0;51.0;5.0;5.0;3.0;6.0;1.0;1.0;21.0;7.0;41.0;1.0;0.0;4.0;258.0;61.0;197.0;113.0;145.0;2.0;158.0;43.0;22.0;14.0;15.0;2.0;2.0;84.0;28.0;137.0;1.0;1.0;7.0;9.0;2.0;7.0;1.0;8.0;5.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;6.0;0.0;0.0;0.0;74.0;258.0;0.0;9.0;1.0;0.0;1.0;0.0;7.0;5.0;2.0;4.0;3.0;14.0;10.0;7.0;9.0;5.0;0.0;0.0;0.0;0.0;0.0;4.0;68.0;8.0;66.0;17.0;241.0;0.0;2.0;7.0;0.0;10.0;0.0;10.0;0.0;8.0;0.0;8.0;1.0;0.0;0.0;0.0;fisica;recife;educacao;licenciatura;4;4
1.0;92075.0;60.0;60.0;0.0;60.0;0.0;1809.0;1809.0;0.0;1809.0;0.0;60.0;31.0;29.0;60.0;0.0;60.0;0.0;60.0;0.0;0.0;1.0;41.0;6.0;5.0;3.0;3.0;0.0;1.0;28.0;10.0;20.0;0.0;0.0;2.0;239.0;132.0;107.0;239.0;0.0;1.0;140.0;31.0;19.0;16.0;23.0;6.0;3.0;82.0;32.0;111.0;1.0;2.0;11.0;3.0;2.0;1.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;60.0;238.0;1.0;3.0;14.0;3.0;11.0;0.0;3.0;2.0;2.0;2.0;1.0;3.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;23.0;4.0;56.0;6.0;233.0;0.0;0.0;3.0;0.0;8.0;0.0;7.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;gastronomia;recife;servicos;bacharelado;SC;3
1.0;14514.0;100.0;0.0;100.0;80.0;20.0;920.0;0.0;920.0;904.0;16.0;83.0;36.0;47.0;0.0;83.0;75.0;0.0;75.0;6.0;2.0;1.0;64.0;3.0;5.0;4.0;6.0;0.0;0.0;30.0;21.0;31.0;1.0;0.0;0.0;378.0;142.0;236.0;0.0;378.0;1.0;254.0;61.0;17.0;20.0;18.0;5.0;2.0;130.0;71.0;163.0;3.0;0.0;11.0;9.0;5.0;4.0;0.0;9.0;3.0;3.0;2.0;0.0;0.0;0.0;1.0;6.0;1.0;2.0;0.0;0.0;0.0;83.0;378.0;0.0;9.0;7.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;62.0;4.0;79.0;9.0;369.0;0.0;0.0;9.0;0.0;9.0;0.0;9.0;0.0;20.0;0.0;19.0;0.0;0.0;0.0;0.0;historia;recife;educacao;licenciatura;4;4
1.0;118382.0;100.0;0.0;100.0;80.0;20.0;657.0;0.0;657.0;633.0;24.0;89.0;53.0;36.0;0.0;89.0;78.0;0.0;78.0;11.0;0.0;1.0;52.0;11.0;12.0;7.0;5.0;1.0;0.0;37.0;17.0;32.0;0.0;0.0;3.0;394.0;249.0;145.0;0.0;394.0;1.0;187.0;59.0;57.0;39.0;39.0;10.0;2.0;136.0;69.0;172.0;2.0;0.0;15.0;9.0;4.0;5.0;0.0;9.0;1.0;5.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;5.0;0.0;0.0;0.0;89.0;394.0;0.0;9.0;6.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;48.0;11.0;78.0;21.0;373.0;0.0;7.0;2.0;0.0;19.0;0.0;18.0;1.0;17.0;0.0;16.0;0.0;0.0;0.0;0.0;letras_-_portugues_e_espanhol;recife;educacao;licenciatura;5;4
1.0;14505.0;180.0;80.0;100.0;140.0;40.0;826.0;308.0;518.0;816.0;10.0;130.0;46.0;84.0;56.0;74.0;127.0;0.0;127.0;2.0;1.0;4.0;92.0;12.0;8.0;2.0;7.0;5.0;0.0;48.0;14.0;65.0;2.0;0.0;1.0;482.0;155.0;327.0;225.0;257.0;5.0;319.0;68.0;27.0;22.0;26.0;13.0;2.0;173.0;62.0;233.0;10.0;0.0;4.0;22.0;8.0;14.0;11.0;11.0;15.0;5.0;1.0;0.0;1.0;0.0;0.0;6.0;2.0;13.0;1.0;0.0;0.0;130.0;482.0;0.0;22.0;11.0;1.0;9.0;0.0;6.0;6.0;5.0;3.0;1.0;15.0;10.0;7.0;4.0;8.0;2.0;1.0;1.0;1.0;1.0;16.0;94.0;18.0;112.0;44.0;438.0;0.0;14.0;8.0;0.0;14.0;0.0;14.0;0.0;13.0;0.0;11.0;4.0;0.0;0.0;0.0;matematica;recife;educacao;licenciatura;4;4
1.0;14507.0;120.0;120.0;0.0;100.0;20.0;3137.0;3137.0;0.0;3036.0;101.0;122.0;84.0;38.0;122.0;0.0;97.0;0.0;97.0;4.0;21.0;2.0;100.0;11.0;5.0;2.0;2.0;0.0;0.0;57.0;18.0;41.0;3.0;0.0;3.0;600.0;433.0;167.0;600.0;0.0;2.0;402.0;105.0;49.0;19.0;16.0;7.0;0.0;259.0;68.0;257.0;8.0;0.0;8.0;31.0;26.0;5.0;31.0;0.0;7.0;17.0;3.0;2.0;2.0;0.0;0.0;15.0;2.0;14.0;0.0;0.0;0.0;122.0;599.0;1.0;31.0;22.0;1.0;19.0;0.0;3.0;3.0;3.0;1.0;0.0;3.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;36.0;18.0;104.0;32.0;567.0;1.0;8.0;22.0;1.0;18.0;0.0;17.0;1.0;49.0;0.0;49.0;5.0;6.0;6.0;0.0;medicina_veterinaria;recife;agricultura,_silvicultura,_pesca_e_veterinaria;bacharelado;3;4
1.0;91975.0;100.0;100.0;0.0;80.0;20.0;1316.0;1316.0;0.0;1299.0;17.0;85.0;69.0;16.0;85.0;0.0;79.0;0.0;79.0;6.0;0.0;1.0;59.0;12.0;5.0;2.0;5.0;1.0;0.0;28.0;12.0;40.0;1.0;0.0;4.0;236.0;205.0;31.0;236.0;0.0;1.0;151.0;36.0;22.0;8.0;11.0;6.0;1.0;72.0;36.0;121.0;2.0;0.0;5.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;85.0;236.0;0.0;1.0;9.0;2.0;7.0;0.0;3.0;1.0;1.0;0.0;2.0;10.0;5.0;4.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;5.0;29.0;10.0;75.0;17.0;219.0;0.0;0.0;1.0;0.0;4.0;0.0;4.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;pedagogia;recife;educacao;licenciatura;3;3
1.0;14511.0;160.0;60.0;100.0;120.0;40.0;790.0;229.0;561.0;784.0;6.0;114.0;59.0;55.0;40.0;74.0;113.0;0.0;113.0;1.0;0.0;4.0;77.0;14.0;7.0;4.0;7.0;1.0;0.0;49.0;12.0;52.0;0.0;0.0;1.0;440.0;235.0;205.0;163.0;277.0;4.0;260.0;91.0;29.0;20.0;23.0;13.0;0.0;141.0;57.0;231.0;5.0;0.0;6.0;17.0;11.0;6.0;8.0;9.0;10.0;4.0;1.0;0.0;2.0;0.0;0.0;4.0;1.0;11.0;1.0;0.0;0.0;114.0;440.0;0.0;17.0;4.0;0.0;4.0;0.0;8.0;4.0;4.0;2.0;5.0;18.0;11.0;9.0;7.0;9.0;0.0;0.0;0.0;0.0;0.0;3.0;111.0;16.0;98.0;42.0;398.0;0.0;9.0;8.0;0.0;20.0;0.0;19.0;0.0;32.0;0.0;32.0;2.0;0.0;0.0;0.0;quimica;recife;educacao;licenciatura;3;3
1.0;118420.0;100.0;100.0;0.0;80.0;20.0;1072.0;1072.0;0.0;1055.0;17.0;88.0;16.0;72.0;88.0;0.0;77.0;0.0;77.0;9.0;2.0;0.0;66.0;13.0;4.0;3.0;1.0;1.0;0.0;31.0;13.0;41.0;2.0;0.0;1.0;413.0;74.0;339.0;413.0;0.0;0.0;269.0;97.0;21.0;16.0;7.0;2.0;1.0;170.0;36.0;185.0;5.0;1.0;16.0;13.0;2.0;11.0;13.0;0.0;5.0;6.0;2.0;0.0;0.0;0.0;0.0;7.0;1.0;5.0;0.0;0.0;0.0;88.0;413.0;0.0;13.0;13.0;1.0;11.0;0.0;3.0;2.0;2.0;2.0;1.0;7.0;5.0;4.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;10.0;86.0;8.0;80.0;15.0;398.0;0.0;0.0;13.0;0.0;6.0;0.0;6.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;sistema_de_informacao;recife;computacao_e_tecnologias_da_informacao_e_comunicacao_(tic);bacharelado;4;4
1.0;14508.0;120.0;120.0;0.0;80.0;40.0;889.0;889.0;0.0;886.0;3.0;78.0;49.0;29.0;78.0;0.0;76.0;0.0;76.0;0.0;2.0;0.0;67.0;3.0;1.0;3.0;1.0;3.0;0.0;34.0;12.0;30.0;1.0;1.0;0.0;303.0;183.0;120.0;303.0;0.0;0.0;214.0;42.0;17.0;10.0;11.0;9.0;0.0;109.0;39.0;143.0;6.0;2.0;4.0;9.0;3.0;6.0;9.0;0.0;3.0;3.0;1.0;0.0;1.0;1.0;0.0;3.0;1.0;4.0;0.0;0.0;1.0;78.0;303.0;0.0;9.0;4.0;2.0;4.0;0.0;13.0;6.0;4.0;4.0;9.0;25.0;14.0;10.0;9.0;13.0;0.0;0.0;0.0;0.0;0.0;6.0;54.0;17.0;61.0;32.0;271.0;0.0;3.0;6.0;0.0;27.0;0.0;26.0;0.0;25.0;0.0;25.0;0.0;0.0;0.0;0.0;zootecnia;recife;agricultura,_silvicultura,_pesca_e_veterinaria;bacharelado;3;4
0.0;118472.0;100.0;0.0;100.0;80.0;20.0;894.0;0.0;894.0;889.0;5.0;60.0;32.0;28.0;0.0;60.0;56.0;0.0;56.0;1.0;3.0;0.0;50.0;8.0;0.0;0.0;2.0;0.0;0.0;11.0;4.0;44.0;1.0;0.0;0.0;255.0;136.0;119.0;0.0;255.0;0.0;198.0;42.0;8.0;3.0;3.0;1.0;0.0;68.0;13.0;164.0;4.0;3.0;3.0;13.0;7.0;6.0;0.0;13.0;9.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;9.0;1.0;0.0;0.0;60.0;255.0;0.0;13.0;4.0;0.0;4.0;0.0;2.0;2.0;1.0;2.0;0.0;3.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;67.0;4.0;56.0;12.0;243.0;0.0;5.0;8.0;0.0;26.0;0.0;23.0;6.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;administracao;serra_talhada;negocios,_administracao_e_direito;bacharelado;4;3
0.0;101452.0;120.0;120.0;0.0;80.0;40.0;533.0;533.0;0.0;532.0;1.0;48.0;18.0;30.0;48.0;0.0;47.0;0.0;47.0;1.0;0.0;0.0;40.0;4.0;3.0;0.0;1.0;0.0;0.0;5.0;7.0;31.0;2.0;3.0;0.0;269.0;99.0;170.0;269.0;0.0;0.0;197.0;46.0;18.0;3.0;4.0;0.0;1.0;51.0;28.0;169.0;8.0;10.0;3.0;14.0;6.0;8.0;14.0;0.0;9.0;3.0;1.0;0.0;1.0;0.0;0.0;6.0;2.0;6.0;0.0;0.0;0.0;48.0;269.0;0.0;14.0;6.0;1.0;5.0;0.0;2.0;2.0;1.0;2.0;0.0;5.0;4.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;69.0;4.0;44.0;13.0;256.0;0.0;3.0;11.0;0.0;60.0;0.0;55.0;9.0;26.0;0.0;26.0;4.0;0.0;0.0;0.0;agronomia;serra_talhada;agricultura,_silvicultura,_pesca_e_veterinaria;bacharelado;4;4
0.0;101834.0;120.0;120.0;0.0;80.0;40.0;441.0;441.0;0.0;441.0;0.0;60.0;51.0;9.0;60.0;0.0;60.0;0.0;60.0;0.0;0.0;0.0;55.0;3.0;1.0;1.0;0.0;0.0;0.0;25.0;4.0;25.0;0.0;4.0;2.0;242.0;183.0;59.0;242.0;0.0;0.0;199.0;38.0;2.0;3.0;0.0;0.0;0.0;82.0;16.0;132.0;0.0;10.0;2.0;16.0;10.0;6.0;16.0;0.0;10.0;6.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;9.0;0.0;1.0;0.0;60.0;242.0;0.0;16.0;5.0;0.0;5.0;0.0;2.0;0.0;0.0;0.0;2.0;7.0;3.0;3.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0;2.0;58.0;10.0;232.0;0.0;1.0;15.0;0.0;38.0;0.0;37.0;6.0;8.0;0.0;8.0;1.0;0.0;0.0;0.0;ciencias_biologicas;serra_talhada;ciencias_naturais,_matematica_e_estatistica;bacharelado;2;3
0.0;101836.0;100.0;0.0;100.0;80.0;20.0;432.0;0.0;432.0;431.0;1.0;70.0;44.0;26.0;0.0;70.0;70.0;0.0;70.0;0.0;0.0;1.0;56.0;7.0;3.0;2.0;1.0;0.0;0.0;18.0;6.0;45.0;0.0;1.0;0.0;215.0;125.0;90.0;0.0;215.0;1.0;165.0;32.0;13.0;2.0;2.0;0.0;0.0;61.0;17.0;126.0;0.0;9.0;2.0;9.0;6.0;3.0;0.0;9.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;3.0;0.0;1.0;0.0;70.0;215.0;0.0;9.0;3.0;0.0;2.0;0.0;8.0;5.0;5.0;3.0;3.0;13.0;6.0;6.0;4.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;76.0;10.0;60.0;17.0;198.0;0.0;1.0;8.0;0.0;22.0;0.0;19.0;4.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;ciencias_economicas;serra_talhada;ciencias_sociais,_comunicacao_e_informacao;bacharelado;2;3
0.0;101832.0;120.0;120.0;0.0;80.0;40.0;320.0;320.0;0.0;320.0;0.0;22.0;8.0;14.0;22.0;0.0;22.0;1.0;21.0;0.0;0.0;1.0;14.0;5.0;1.0;0.0;0.0;1.0;0.0;5.0;4.0;11.0;0.0;1.0;1.0;159.0;84.0;75.0;159.0;0.0;1.0;106.0;40.0;8.0;2.0;1.0;1.0;0.0;27.0;23.0;87.0;3.0;17.0;2.0;8.0;5.0;3.0;8.0;0.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;4.0;0.0;1.0;0.0;22.0;159.0;0.0;8.0;2.0;0.0;1.0;0.0;4.0;3.0;3.0;1.0;2.0;6.0;3.0;3.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;73.0;4.0;18.0;10.0;149.0;0.0;1.0;7.0;0.0;32.0;0.0;29.0;3.0;9.0;0.0;9.0;1.0;0.0;0.0;0.0;engenharia_de_pesca;serra_talhada;agricultura,_silvicultura,_pesca_e_veterinaria;bacharelado;SC;5
0.0;118478.0;100.0;0.0;100.0;80.0;20.0;558.0;0.0;558.0;555.0;3.0;62.0;45.0;17.0;0.0;62.0;61.0;0.0;61.0;1.0;0.0;1.0;49.0;6.0;3.0;1.0;2.0;0.0;0.0;24.0;8.0;25.0;0.0;5.0;0.0;302.0;232.0;70.0;0.0;302.0;1.0;206.0;59.0;21.0;5.0;8.0;2.0;0.0;80.0;37.0;169.0;4.0;10.0;2.0;29.0;21.0;8.0;0.0;29.0;16.0;10.0;1.0;1.0;0.0;1.0;0.0;8.0;1.0;20.0;0.0;0.0;0.0;62.0;302.0;0.0;29.0;5.0;2.0;5.0;0.0;2.0;2.0;2.0;0.0;0.0;10.0;9.0;9.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;54.0;5.0;57.0;16.0;286.0;0.0;0.0;29.0;0.0;30.0;1.0;30.0;10.0;10.0;0.0;10.0;3.0;0.0;0.0;0.0;letras_-_portugues_e_ingles;serra_talhada;educacao;licenciatura;3;4
0.0;101800.0;100.0;0.0;100.0;80.0;20.0;289.0;0.0;289.0;289.0;0.0;58.0;30.0;28.0;0.0;58.0;58.0;5.0;53.0;0.0;0.0;3.0;44.0;4.0;3.0;3.0;0.0;1.0;0.0;15.0;6.0;32.0;2.0;3.0;0.0;223.0;138.0;85.0;0.0;223.0;3.0;171.0;34.0;9.0;4.0;1.0;1.0;0.0;67.0;22.0;121.0;8.0;4.0;1.0;13.0;8.0;5.0;0.0;13.0;9.0;4.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;5.0;0.0;0.0;0.0;58.0;223.0;0.0;13.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;10.0;4.0;3.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;4.0;77.0;5.0;53.0;14.0;209.0;0.0;0.0;13.0;0.0;32.0;0.0;27.0;6.0;11.0;0.0;11.0;2.0;0.0;0.0;0.0;quimica;serra_talhada;educacao;licenciatura;2;3
0.0;101830.0;100.0;0.0;100.0;80.0;20.0;380.0;0.0;380.0;377.0;3.0;64.0;13.0;51.0;0.0;64.0;63.0;0.0;63.0;1.0;0.0;1.0;53.0;9.0;0.0;1.0;0.0;0.0;0.0;19.0;3.0;36.0;1.0;3.0;2.0;268.0;45.0;223.0;0.0;268.0;1.0;194.0;53.0;16.0;2.0;1.0;1.0;0.0;86.0;17.0;153.0;4.0;3.0;5.0;4.0;0.0;4.0;0.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;64.0;268.0;0.0;4.0;5.0;1.0;4.0;0.0;2.0;2.0;1.0;0.0;2.0;5.0;5.0;4.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;61.0;9.0;55.0;12.0;255.0;1.0;0.0;4.0;0.0;14.0;0.0;13.0;1.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;sistema_de_informacao;serra_talhada;computacao_e_tecnologias_da_informacao_e_comunicacao_(tic);bacharelado;4;3
0.0;118474.0;120.0;120.0;0.0;80.0;40.0;468.0;468.0;0.0;467.0;1.0;42.0;18.0;24.0;42.0;0.0;42.0;0.0;42.0;0.0;0.0;1.0;37.0;2.0;1.0;1.0;0.0;0.0;0.0;8.0;5.0;29.0;0.0;0.0;0.0;215.0;119.0;96.0;215.0;0.0;1.0;156.0;42.0;12.0;1.0;3.0;0.0;0.0;39.0;23.0;143.0;2.0;8.0;0.0;16.0;13.0;3.0;16.0;0.0;7.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;1.0;0.0;0.0;42.0;215.0;0.0;16.0;6.0;2.0;5.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;5.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;76.0;1.0;41.0;6.0;209.0;0.0;0.0;16.0;0.0;48.0;0.0;43.0;9.0;13.0;0.0;13.0;2.0;0.0;0.0;0.0;zootecnia;serra_talhada;agricultura,_silvicultura,_pesca_e_veterinaria;bacharelado;2;3
