nu_ano_censo;no_regiao;co_regiao;no_uf;sg_uf;co_uf;no_municipio;co_municipio;in_capital;tp_dimensao;tp_organizacao_academica;tp_categoria_administrativa;tp_rede;co_ies;no_curso;co_curso;no_cine_rotulo;co_cine_rotulo;co_cine_area_geral;no_cine_area_geral;co_cine_area_especifica;no_cine_area_especifica;co_cine_area_detalhada;no_cine_area_detalhada;tp_grau_academico;in_gratuito;tp_modalidade_ensino;tp_nivel_academico;qt_curso;qt_vg_total;qt_vg_total_diurno;qt_vg_total_noturno;qt_vg_total_ead;qt_vg_nova;qt_vg_proc_seletivo;qt_vg_remanesc;qt_vg_prog_especial;qt_inscrito_total;qt_inscrito_total_diurno;qt_inscrito_total_noturno;qt_inscrito_total_ead;qt_insc_vg_nova;qt_insc_proc_seletivo;qt_insc_vg_remanesc;qt_insc_vg_prog_especial;qt_ing;qt_ing_fem;qt_ing_masc;qt_ing_diurno;qt_ing_noturno;qt_ing_vg_nova;qt_ing_vestibular;qt_ing_enem;qt_ing_avaliacao_seriada;qt_ing_selecao_simplifica;qt_ing_egr;qt_ing_outro_tipo_selecao;qt_ing_proc_seletivo;qt_ing_vg_remanesc;qt_ing_vg_prog_especial;qt_ing_outra_forma;qt_ing_0_17;qt_ing_18_24;qt_ing_25_29;qt_ing_30_34;qt_ing_35_39;qt_ing_40_49;qt_ing_50_59;qt_ing_60_mais;qt_ing_branca;qt_ing_preta;qt_ing_parda;qt_ing_amarela;qt_ing_indigena;qt_ing_cornd;qt_mat;qt_mat_fem;qt_mat_masc;qt_mat_diurno;qt_mat_noturno;qt_mat_0_17;qt_mat_18_24;qt_mat_25_29;qt_mat_30_34;qt_mat_35_39;qt_mat_40_49;qt_mat_50_59;qt_mat_60_mais;qt_mat_branca;qt_mat_preta;qt_mat_parda;qt_mat_amarela;qt_mat_indigena;qt_mat_cornd;qt_conc;qt_conc_fem;qt_conc_masc;qt_conc_diurno;qt_conc_noturno;qt_conc_0_17;qt_conc_18_24;qt_conc_25_29;qt_conc_30_34;qt_conc_35_39;qt_conc_40_49;qt_conc_50_59;qt_conc_60_mais;qt_conc_branca;qt_conc_preta;qt_conc_parda;qt_conc_amarela;qt_conc_indigena;qt_conc_cornd;qt_ing_nacbras;qt_ing_nacestrang;qt_mat_nacbras;qt_mat_nacestrang;qt_conc_nacbras;qt_conc_nacestrang;qt_aluno_deficiente;qt_ing_deficiente;qt_mat_deficiente;qt_conc_deficiente;qt_ing_financ;qt_ing_financ_reemb;qt_ing_fies;qt_ing_rpfies;qt_ing_financ_reemb_outros;qt_ing_financ_nreemb;qt_ing_prounii;qt_ing_prounip;qt_ing_nrpfies;qt_ing_financ_nreemb_outros;qt_mat_financ;qt_mat_financ_reemb;qt_mat_fies;qt_mat_rpfies;qt_mat_financ_reemb_outros;qt_mat_financ_nreemb;qt_mat_prounii;qt_mat_prounip;qt_mat_nrpfies;qt_mat_financ_nreemb_outros;qt_conc_financ;qt_conc_financ_reemb;qt_conc_fies;qt_conc_rpfies;qt_conc_financ_reemb_outros;qt_conc_financ_nreemb;qt_conc_prounii;qt_conc_prounip;qt_conc_nrpfies;qt_conc_financ_nreemb_outros;qt_ing_reserva_vaga;qt_ing_rvredepublica;qt_ing_rvetnico;qt_ing_rvpdef;qt_ing_rvsocial_rf;qt_ing_rvoutros;qt_mat_reserva_vaga;qt_mat_rvredepublica;qt_mat_rvetnico;qt_mat_rvpdef;qt_mat_rvsocial_rf;qt_mat_rvoutros;qt_conc_reserva_vaga;qt_conc_rvredepublica;qt_conc_rvetnico;qt_conc_rvpdef;qt_conc_rvsocial_rf;qt_conc_rvoutros;qt_sit_trancada;qt_sit_desvinculado;qt_sit_transferido;qt_sit_falecido;qt_ing_procescpublica;qt_ing_procescprivada;qt_ing_procnaoinformada;qt_mat_procescpublica;qt_mat_procescprivada;qt_mat_procnaoinformada;qt_conc_procescpublica;qt_conc_procescprivada;qt_conc_procnaoinformada;qt_parfor;qt_ing_parfor;qt_mat_parfor;qt_conc_parfor;qt_apoio_social;qt_ing_apoio_social;qt_mat_apoio_social;qt_conc_apoio_social;qt_ativ_extracurricular;qt_ing_ativ_extracurricular;qt_mat_ativ_extracurricular;qt_conc_ativ_extracurricular;qt_mob_academica;qt_ing_mob_academica;qt_mat_mob_academica;qt_conc_mob_academica;enade_faixa;cpc_faixa
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;agroecologia;1467721;agroecologia;"""0811a01""";8;agricultura,_silvicultura,_pesca_e_veterinaria;81;agricultura;811;producao_agricola,_agropecuaria_e_zootecnia;bacharelado;1;1;1;1;40;40;0;0;40;0;0;0;84;84;0;0;84;0;0;0;36;19;17;36;0;36;36;0;0;0;0;0;0;0;0;0;4;11;6;5;4;3;3;0;15;7;14;0;0;0;86;44;42;86;0;4;26;15;18;10;9;4;0;27;19;34;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;6;8;2;0;0;0;6;0;0;0;0;0;0;2;17;0;0;10;26;0;12;74;0;0;0;0;0;0;0;0;2;0;2;0;10;0;10;0;0;0;0;0;SC;SC
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;agronomia;14502;agronomia;"""0811a04""";8;agricultura,_silvicultura,_pesca_e_veterinaria;81;agricultura;811;producao_agricola,_agropecuaria_e_zootecnia;bacharelado;1;1;1;1;160;160;0;0;120;0;40;0;1102;1102;0;0;1095;0;7;0;104;38;66;104;0;100;0;100;0;0;0;0;0;1;0;3;1;67;13;9;8;3;2;1;34;18;44;4;0;4;436;180;256;436;0;1;262;95;34;20;17;6;1;164;49;201;10;0;12;18;7;11;18;0;0;7;4;2;2;2;1;0;8;0;10;0;0;0;104;0;436;0;18;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;4;0;5;6;22;14;8;0;9;12;0;0;0;0;0;0;9;87;0;0;14;90;0;31;405;0;4;14;0;0;0;0;0;35;0;35;5;40;1;40;2;5;0;5;1;4;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;aquicultura;1557116;aquicultura;"""0831a01""";8;agricultura,_silvicultura,_pesca_e_veterinaria;83;pesca;831;pesca;tecnologico;1;1;1;1;60;60;0;0;60;0;0;0;626;626;0;0;626;0;0;0;51;19;32;51;0;51;0;51;0;0;0;0;0;0;0;0;0;19;3;6;6;11;5;1;19;7;23;0;0;2;50;18;32;50;0;0;19;3;6;6;10;5;1;18;7;23;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;4;0;3;3;7;5;4;0;3;2;0;0;0;0;0;0;1;0;0;0;10;41;0;9;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SC;SC
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;ciencia_da_computacao;1102628;ciencia_da_computacao;"""0614c01""";6;computacao_e_tecnologias_da_informacao_e_comunicacao_(tic);61;computacao_e_tecnologias_da_informacao_e_comunicacao_(tic);614;ciencia_da_computacao;bacharelado;1;1;1;1;100;100;0;0;80;0;20;0;1404;1404;0;0;1386;0;18;0;85;15;70;85;0;80;0;80;0;0;0;0;0;2;0;3;6;68;8;1;1;1;0;0;40;7;35;1;0;2;376;48;328;376;0;6;279;62;17;4;8;0;0;180;33;152;1;1;9;9;2;7;9;0;0;5;3;1;0;0;0;0;5;1;3;0;0;0;85;0;376;0;9;0;8;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4;2;2;0;2;2;0;0;0;0;0;0;19;46;0;0;7;78;0;13;363;0;0;9;0;0;0;0;0;10;0;9;1;8;0;8;1;0;0;0;0;4;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;ciencias_agricolas;103084;ciencias_agrarias_formacao_de_professor;"""0114c01""";1;educacao;11;educacao;114;formacao_de_professores_em_areas_especificas_(exceto_letras);licenciatura;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SC;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;ciencias_biologicas;14506;biologia;"""0511b01""";5;ciencias_naturais,_matematica_e_estatistica;51;ciencias_biologicas_e_correlatas;511;biologia;bacharelado;1;1;1;1;100;100;0;0;80;0;20;0;1078;1078;0;0;1071;0;7;0;75;44;31;75;0;69;0;69;0;0;0;0;0;5;0;1;2;64;4;1;0;4;0;0;31;6;37;1;0;0;349;229;120;349;0;2;254;63;16;6;7;1;0;134;39;166;5;2;3;21;16;5;21;0;0;8;12;1;0;0;0;0;9;4;8;0;0;0;75;0;349;0;21;0;10;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;2;8;5;2;0;5;3;0;0;0;0;0;0;7;39;0;0;5;70;0;11;338;0;0;21;0;0;0;0;0;25;0;24;6;21;0;21;6;0;0;0;0;3;3
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;ciencias_biologicas;14512;biologia_formacao_de_professor;"""0114b01""";1;educacao;11;educacao;114;formacao_de_professores_em_areas_especificas_(exceto_letras);licenciatura;1;1;1;1;180;80;100;0;160;0;20;0;1434;605;829;0;1406;0;28;0;155;88;67;72;83;141;0;141;0;0;0;0;0;9;0;5;2;115;16;10;6;5;1;0;50;25;76;1;0;3;709;387;322;350;359;3;461;123;46;40;26;9;1;226;110;355;6;0;12;40;20;20;20;20;0;16;10;7;6;1;0;0;16;9;14;1;0;0;155;0;709;0;40;0;14;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;4;0;4;3;15;9;7;0;6;6;1;0;0;0;0;1;10;110;0;0;13;142;0;32;677;0;2;38;0;0;0;0;0;31;0;29;5;36;0;35;3;0;0;0;0;4;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;ciencias_do_consumo;1377529;programas_interdisciplinares_abrangendo_ciencias_sociais,_comunicacao_e_informacao;"""0388p01""";3;ciencias_sociais,_comunicacao_e_informacao;38;programas_interdisciplinares_abrangendo_ciencias_sociais,_comunicacao_e_informacao;388;programas_interdisciplinares_abrangendo_ciencias_sociais,_comunicacao_e_informacao;bacharelado;1;1;1;1;120;120;0;0;80;0;40;0;825;825;0;0;819;0;6;0;69;41;28;69;0;66;0;66;0;0;0;0;0;3;0;0;0;43;7;6;4;5;0;4;29;6;30;0;0;4;232;137;95;232;0;0;132;37;24;10;18;5;6;86;24;110;4;0;8;4;3;1;4;0;0;3;1;0;0;0;0;0;1;0;3;0;0;0;69;0;232;0;4;0;7;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;3;0;3;4;13;6;5;0;5;7;0;0;0;0;0;0;3;49;0;0;11;58;0;17;215;0;1;3;0;0;0;0;0;7;0;7;0;10;0;10;0;0;0;0;0;SC;SC
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;ciencias_economicas;14515;economia;"""0311e01""";3;ciencias_sociais,_comunicacao_e_informacao;31;ciencias_sociais_e_comportamentais;311;economia;bacharelado;1;1;1;1;100;0;100;0;80;0;20;0;704;0;704;0;696;0;8;0;84;24;60;0;84;79;0;79;0;0;0;0;0;4;0;1;4;54;11;3;4;8;0;0;31;8;43;2;0;0;321;86;235;0;321;4;162;81;26;19;25;4;0;125;26;162;2;1;5;13;7;6;0;13;0;5;4;1;0;2;1;0;4;2;6;0;0;1;84;0;321;0;13;0;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;1;0;1;2;6;4;3;0;1;2;0;0;0;0;0;0;13;69;0;0;6;78;0;8;313;0;0;13;0;0;0;0;0;3;0;3;0;2;0;2;0;0;0;0;0;3;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;ciencias_sociais;14513;ciencias_sociais;"""0312c02""";3;ciencias_sociais,_comunicacao_e_informacao;31;ciencias_sociais_e_comportamentais;312;ciencias_sociais_e_politicas;bacharelado;1;1;1;1;120;60;60;0;80;0;40;0;678;324;354;0;669;0;9;0;82;48;34;42;40;76;0;76;0;0;0;0;0;6;0;0;3;40;17;9;5;6;2;0;26;14;39;0;0;3;303;161;142;142;161;3;132;64;33;22;28;17;4;91;56;138;4;0;14;11;6;5;6;5;0;4;3;0;0;3;1;0;2;1;8;0;0;0;82;0;303;0;11;0;13;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;0;2;0;8;3;2;0;3;5;0;0;0;0;0;0;17;89;0;0;7;75;0;18;284;1;0;11;0;0;0;0;0;11;0;8;2;14;0;13;1;0;0;0;0;4;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;computacao;43917;computacao_formacao_de_professor;"""0114c05""";1;educacao;11;educacao;114;formacao_de_professores_em_areas_especificas_(exceto_letras);licenciatura;1;1;1;1;100;0;100;0;80;0;20;0;883;0;883;0;874;0;9;0;81;12;69;0;81;75;0;75;0;0;0;0;0;5;0;1;3;42;11;9;7;8;1;0;35;11;31;0;0;4;304;36;268;0;304;3;148;46;41;25;33;7;1;125;24;135;2;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;304;0;0;0;7;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2;0;1;1;7;3;2;0;1;4;0;0;0;0;0;0;15;67;0;0;6;75;0;15;289;0;0;0;0;0;0;0;0;3;0;3;0;4;0;4;0;0;0;0;0;4;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;economia_domestica;14500;economia_domestica;"""1011e01""";10;servicos;101;servicos_pessoais;1011;servicos_domesticos;bacharelado;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;3;10;0;0;2;2;1;1;0;4;0;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;SC;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;educacao_fisica;1102627;educacao_fisica_formacao_de_professor;"""0114e03""";1;educacao;11;educacao;114;formacao_de_professores_em_areas_especificas_(exceto_letras);licenciatura;1;1;1;1;100;100;0;0;80;0;20;0;1633;1633;0;0;1617;0;16;0;75;29;46;75;0;67;0;67;0;0;0;0;0;5;0;3;2;50;15;4;3;0;1;0;24;12;39;0;0;0;324;133;191;324;0;2;172;67;38;23;15;5;2;90;59;164;4;0;7;20;9;11;20;0;0;2;7;4;4;3;0;0;6;4;9;1;0;0;75;0;324;0;20;0;8;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;7;4;2;0;1;3;0;0;0;0;0;0;9;65;0;0;7;68;0;16;308;0;0;20;0;0;0;0;0;9;0;9;0;8;0;8;0;0;0;0;0;5;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;engenharia_agricola_e_ambiental;57872;engenharia_agricola;"""0811e01""";8;agricultura,_silvicultura,_pesca_e_veterinaria;81;agricultura;811;producao_agricola,_agropecuaria_e_zootecnia;bacharelado;1;1;1;1;120;120;0;0;80;0;40;0;576;576;0;0;572;0;4;0;72;36;36;72;0;69;0;69;0;0;0;0;0;3;0;0;1;49;8;5;5;3;1;0;19;8;42;1;0;2;257;129;128;257;0;1;168;39;18;9;12;6;4;74;36;134;4;0;9;7;3;4;7;0;0;4;3;0;0;0;0;0;0;3;4;0;0;0;72;0;257;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;7;0;5;2;10;8;8;0;6;3;0;0;0;0;0;0;2;83;0;0;10;62;0;21;236;0;5;2;0;0;0;0;0;13;1;12;0;22;0;22;0;0;0;0;0;SC;5
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;engenharia_ambiental;1448711;engenharia_ambiental;"""0712e01""";7;engenharia,_producao_e_construcao;71;engenharia_e_profissoes_correlatas;712;tecnologia_de_protecao_ambiental;bacharelado;1;1;1;1;80;80;0;0;80;0;0;0;449;449;0;0;449;0;0;0;60;37;23;60;0;60;0;60;0;0;0;0;0;0;0;0;5;47;3;3;2;0;0;0;28;5;27;0;0;0;162;96;66;162;0;5;141;9;4;2;0;1;0;72;15;73;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;162;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;3;0;0;0;0;3;0;0;0;0;0;0;2;26;0;0;6;54;0;6;156;0;0;0;0;0;0;0;0;5;0;5;0;12;0;11;0;0;0;0;0;SC;SC
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;engenharia_de_pesca;14504;engenharia_de_pesca;"""0831e01""";8;agricultura,_silvicultura,_pesca_e_veterinaria;83;pesca;831;pesca;bacharelado;1;1;1;1;120;120;0;0;80;0;40;0;584;584;0;0;583;0;1;0;67;16;51;67;0;67;0;67;0;0;0;0;0;0;0;0;1;42;1;5;8;7;3;0;30;6;26;1;1;3;245;64;181;245;0;1;146;34;17;16;21;10;0;95;29;113;1;1;6;9;3;6;9;0;0;3;5;0;1;0;0;0;2;1;6;0;0;0;67;0;244;1;9;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;4;0;2;3;17;9;6;0;4;9;0;0;0;0;0;0;4;75;0;0;9;58;0;25;220;0;5;4;0;0;0;0;0;9;0;9;0;17;0;17;0;0;0;0;0;SC;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;engenharia_florestal;14503;engenharia_florestal;"""0821e01""";8;agricultura,_silvicultura,_pesca_e_veterinaria;82;silvicultura;821;silvicultura;bacharelado;1;1;1;1;120;120;0;0;80;0;40;0;561;561;0;0;558;0;3;0;74;44;30;74;0;73;0;73;0;0;0;0;0;0;0;1;1;58;6;3;4;1;1;0;25;9;40;0;0;0;304;165;139;304;0;1;212;57;17;11;2;3;1;94;42;160;3;1;4;8;8;0;8;0;0;4;4;0;0;0;0;0;2;1;5;0;0;0;74;0;304;0;8;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;1;4;9;4;2;0;2;7;0;0;0;0;0;0;3;65;0;0;9;65;0;15;288;1;0;8;0;0;0;0;0;17;0;16;1;23;0;23;2;0;0;0;0;4;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;fisica;14510;fisica_formacao_de_professor;"""0114f02""";1;educacao;11;educacao;114;formacao_de_professores_em_areas_especificas_(exceto_letras);licenciatura;1;1;1;1;120;60;60;0;80;0;40;0;454;221;233;0;450;0;4;0;74;22;52;37;37;72;0;72;0;0;0;0;0;2;0;0;2;51;5;5;3;6;1;1;21;7;41;1;0;4;258;61;197;113;145;2;158;43;22;14;15;2;2;84;28;137;1;1;7;9;2;7;1;8;0;5;3;1;0;0;0;0;1;2;6;0;0;0;74;0;258;0;9;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;0;4;3;14;10;7;0;9;5;0;0;0;0;0;0;4;68;0;0;8;66;0;17;241;0;2;7;0;0;0;0;0;10;0;10;0;8;0;8;1;0;0;0;0;4;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;gastronomia;92075;gastronomia;"""1013g01""";10;servicos;101;servicos_pessoais;1013;servicos_de_alimentacao;bacharelado;1;1;1;1;60;60;0;0;60;0;0;0;1809;1809;0;0;1809;0;0;0;60;31;29;60;0;60;0;60;0;0;0;0;0;0;0;0;1;41;6;5;3;3;0;1;28;10;20;0;0;2;239;132;107;239;0;1;140;31;19;16;23;6;3;82;32;111;1;2;11;3;2;1;3;0;0;3;0;0;0;0;0;0;2;0;1;0;0;0;60;0;238;1;3;0;14;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;2;1;3;2;2;0;2;1;0;0;0;0;0;0;12;23;0;0;4;56;0;6;233;0;0;3;0;0;0;0;0;8;0;7;0;5;0;5;0;0;0;0;0;SC;3
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;historia;14514;historia_formacao_de_professor;"""0114h01""";1;educacao;11;educacao;114;formacao_de_professores_em_areas_especificas_(exceto_letras);licenciatura;1;1;1;1;100;0;100;0;80;0;20;0;920;0;920;0;904;0;16;0;83;36;47;0;83;75;0;75;0;0;0;0;0;6;0;2;1;64;3;5;4;6;0;0;30;21;31;1;0;0;378;142;236;0;378;1;254;61;17;20;18;5;2;130;71;163;3;0;11;9;5;4;0;9;0;3;3;2;0;0;0;1;6;1;2;0;0;0;83;0;378;0;9;0;7;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;2;1;0;0;0;0;0;0;8;62;0;0;4;79;0;9;369;0;0;9;0;0;0;0;0;9;0;9;0;20;0;19;0;0;0;0;0;4;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;letras_-_portugues_e_espanhol;118382;letras_portugues_espanhol_formacao_de_professor;"""0115l12""";1;educacao;11;educacao;115;formacao_de_professores_de_letras;licenciatura;1;1;1;1;100;0;100;0;80;0;20;0;657;0;657;0;633;0;24;0;89;53;36;0;89;78;0;78;0;0;0;0;0;11;0;0;1;52;11;12;7;5;1;0;37;17;32;0;0;3;394;249;145;0;394;1;187;59;57;39;39;10;2;136;69;172;2;0;15;9;4;5;0;9;0;1;5;1;1;0;1;0;1;3;5;0;0;0;89;0;394;0;9;0;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;6;48;0;0;11;78;0;21;373;0;7;2;0;0;0;0;0;19;0;18;1;17;0;16;0;0;0;0;0;5;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;matematica;14505;matematica_formacao_de_professor;"""0114m01""";1;educacao;11;educacao;114;formacao_de_professores_em_areas_especificas_(exceto_letras);licenciatura;1;1;1;1;180;80;100;0;140;0;40;0;826;308;518;0;816;0;10;0;130;46;84;56;74;127;0;127;0;0;0;0;0;2;0;1;4;92;12;8;2;7;5;0;48;14;65;2;0;1;482;155;327;225;257;5;319;68;27;22;26;13;2;173;62;233;10;0;4;22;8;14;11;11;0;15;5;1;0;1;0;0;6;2;13;1;0;0;130;0;482;0;22;0;11;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;5;0;3;1;15;10;7;0;4;8;2;1;1;0;1;1;16;94;0;0;18;112;0;44;438;0;14;8;0;0;0;0;0;14;0;14;0;13;0;11;4;0;0;0;0;4;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;medicina_veterinaria;14507;medicina_veterinaria;"""0841m01""";8;agricultura,_silvicultura,_pesca_e_veterinaria;84;veterinaria;841;veterinaria;bacharelado;1;1;1;1;120;120;0;0;100;0;20;0;3137;3137;0;0;3036;0;101;0;122;84;38;122;0;97;0;97;0;0;0;0;0;4;0;21;2;100;11;5;2;2;0;0;57;18;41;3;0;3;600;433;167;600;0;2;402;105;49;19;16;7;0;259;68;257;8;0;8;31;26;5;31;0;0;7;17;3;2;2;0;0;15;2;14;0;0;0;122;0;599;1;31;0;22;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;1;0;3;3;3;0;1;0;0;0;0;0;0;0;9;36;0;0;18;104;0;32;567;1;8;22;1;0;0;0;0;18;0;17;1;49;0;49;5;6;0;6;0;3;4
2021;nordeste;2.0;pernambuco;pe;26.0;recife;2611606.0;1.0;1;1;1;1;587;pedagogia;91975;pedagogia;"""0113p01""";1;educacao;11;educacao;113;formacao_de_professores_sem_areas_especificas;licenciatura;1;1;1;1;100;100;0;0;80;0;20;0;1316;1316;0;0;1299;0;17;0;85;69;16;85;0;79;0;79;0;0;0;0;0;6;0;0;1;59;12;5;2;5;1;0;28;12;40;1;0;4;236;205;31;236;0;1;151;36;22;8;11;6;1;72;36;121;2;0;5;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;85;0;236;0;1;0;9;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;2;10;5;4;0;2;6;0;0;0;0;0;0;5;29;0;0;10;75;0;17;219;0;0;1;0;0;0;0;0;4;0;4;0;3;0;3;0;0;0;0;0;3;3
