co_curso,cpc_faixa
96759,4
96761,4
114444,4
114552,4
114554,4
114556,4
114558,4
114560,4
114562,4
1285018,4
1285020,4
18251,4
62841,4
120385,4
120389,4
1165075,3
1165078,4
1165090,4
100808,4
116590,4
116730,0
123502,2
123519,3
1118057,3
1122742,3
1122743,4
1122746,4
1122749,4
1123044,3
1125808,3
1158358,3
1161404,3
1313285,3
1315430,3
1379275,4
21443,4
62674,4
62676,4
62682,3
113813,3
121781,4
1103310,3
1103313,3
1103315,3
1103317,3
1103319,3
1103914,3
1103919,3
1166780,3
1166783,3
1168361,3
1168581,3
1168583,3
1168588,3
1188418,3
1188419,3
1189820,3
1269545,3
1304669,3
1327336,3
112630,4
116144,4
121478,4
1106554,3
1118531,3
1126144,4
1156565,4
1166498,4
1180600,4
1258759,3
1264321,5
1270730,4
1285254,5
1304097,4
1304099,4
1304108,4
1327403,0
1327439,3
1338870,4
1370467,4
1376050,4
1427491,4
14681,2
62970,3
103569,3
109890,4
64898,3
64900,2
14985,3
14987,3
14992,3
14993,3
14997,3
15000,3
15002,3
31978,3
31979,3
101535,3
101892,3
102304,3
102306,3
102308,3
113606,3
113619,2
113735,4
113737,3
113739,3
113743,3
113783,3
122746,3
1102186,3
1102188,3
1102208,3
65614,4
15333,4
15334,3
15349,3
15352,0
19661,0
21450,4
31198,4
64854,4
113937,3
1120717,3
1142424,4
15402,3
15409,4
15410,4
15411,3
15412,4
15413,3
15415,3
18312,4
21114,3
1157240,3
1158382,3
1158384,3
1454616,3
1454631,3
1576625,3
1258814,2
15737,4
15738,4
15740,3
18506,3
19039,4
19040,4
19041,3
19042,3
20262,4
20270,4
20577,3
20578,4
29510,3
31206,4
38678,3
38881,4
49517,3
83323,4
91749,4
94641,3
97778,3
150052,4
150053,4
1146611,4
1168149,4
1214163,3
37862,2
1286381,3
15785,4
15786,4
15790,4
20064,4
20065,4
100207,4
320064,4
1101760,4
1101762,4
1101763,4
1101770,4
1128934,4
1163653,4
1278733,4
15831,3
15832,4
15833,4
15834,4
15836,4
15842,4
15844,3
15845,3
15849,4
15851,4
15858,4
15859,4
15861,4
15862,3
15863,4
15864,3
15865,4
15866,4
15869,4
18381,3
18382,3
18383,3
18387,4
21544,4
22508,4
26668,4
27696,3
28743,3
29511,3
29512,4
36348,4
52070,3
52121,4
52139,3
52142,4
59103,4
59109,4
101300,4
101309,3
110748,3
121792,4
121794,3
121796,3
121798,4
122174,3
122906,3
315831,4
315844,3
1111969,4
1111971,4
1113852,3
1113854,4
1113886,5
1128362,4
1270651,4
1292684,4
1292924,0
1419907,4
15990,3
15992,4
15994,3
16002,3
16003,2
16004,4
16007,3
16009,3
16010,4
16011,3
18363,4
20941,4
28509,4
43743,3
44076,4
58082,3
62083,4
85458,0
100289,4
116732,4
116782,3
122758,3
123553,2
123567,3
315994,3
318363,4
318882,3
385458,3
16092,3
104398,3
104400,3
114157,3
150259,3
1327340,3
1376259,3
1321484,4
16264,3
16265,3
16266,3
16267,3
16268,3
16269,3
16270,3
16271,3
16272,3
16273,3
16274,3
16275,3
16276,3
17056,3
43037,3
43044,3
58506,4
59659,4
68065,2
71115,3
80916,0
80922,2
96415,3
1185732,3
1269969,3
1269970,3
1310955,3
1404408,3
1404585,2
1405629,3
1425301,3
1436021,4
1473094,3
1481722,3
16389,4
16392,4
16394,4
16396,4
16403,4
16408,0
16413,4
16414,3
46710,4
60448,4
60540,3
63886,4
63890,3
63894,4
85536,4
85542,4
102820,4
16581,3
16590,3
16591,3
16592,3
16593,3
16594,3
30401,3
70624,3
101241,3
112136,3
401241,3
1154848,3
1155366,3
1159666,3
1327517,2
1327518,2
1327519,3
1327522,3
1327523,2
1327524,2
1430231,3
38283,2
42068,2
50891,2
1118130,2
16655,2
25864,2
111982,2
111986,2
1149624,2
16676,3
16678,3
16680,3
16682,3
16683,4
16684,3
16689,2
18558,3
18559,3
18561,4
18562,3
18563,4
18565,3
19016,4
19083,3
19084,3
19091,3
19142,3
19146,2
19152,4
19195,3
20387,3
20392,3
43020,3
43229,3
43242,3
43463,3
43471,3
45304,3
63455,3
63459,3
71037,2
71041,3
71105,2
84880,3
85226,3
85260,4
85276,3
85380,3
85444,3
1151320,2
1151425,3
1151468,4
1151594,3
1151599,2
1189699,3
1189708,3
1189709,3
1189711,3
1190145,3
1214129,3
1263648,3
1268558,3
1268562,2
16895,4
16896,3
16897,4
16898,3
16902,4
22532,3
31230,4
69747,3
98305,4
118064,4
118564,3
118566,4
118568,3
1156313,3
1259131,4
17098,4
70652,4
1139692,4
1313148,3
1313149,3
17194,4
17195,3
17196,3
17199,4
20574,2
44951,3
53534,3
81453,4
99617,3
102702,3
317194,2
317195,3
320574,3
344951,3
1267543,3
1270468,3
1270473,3
1270474,3
1270476,3
1321319,3
1321321,3
1321322,3
1321326,3
41798,3
109873,4
18277,3
31266,2
109766,3
109768,2
109893,3
17727,4
21578,4
21579,4
21580,4
21971,4
38231,4
101984,4
101986,4
45701,3
45703,3
45711,3
45713,3
45715,3
50933,3
50935,4
51044,3
68265,3
68313,3
68321,4
89018,3
89022,3
89024,2
89029,3
95706,4
105780,3
105928,3
113050,2
113052,4
113054,3
113056,4
113058,4
123588,4
150102,2
150104,4
150105,3
150106,3
1190630,3
1190631,3
1265863,3
1313326,4
2675,3
7077,2
7078,3
7079,3
7081,3
11138,3
11140,3
11660,3
15199,4
18895,3
20854,3
39550,3
39715,4
50846,4
50948,3
51008,3
55026,2
56134,3
60406,3
60538,3
60560,3
62380,3
62382,3
63888,3
64026,3
64552,3
64566,3
67813,3
68511,3
70732,4
83710,3
84006,3
85136,3
89255,3
89269,3
95043,2
103600,3
104802,4
105084,3
105352,3
106732,3
108586,3
113311,3
113365,3
1081911,3
1081931,4
1101658,3
1155387,3
1161250,2
1172159,3
1185330,3
60930,3
60934,4
100244,4
100246,4
123764,3
123766,4
123775,3
123778,3
123780,3
123782,3
123787,3
123789,3
123791,3
1123270,4
1183332,4
1184450,3
1342459,4
1403893,4
52435,3
52442,3
115374,3
1158921,4
1158924,5
1159013,4
1259974,4
1286732,3
1349108,4
1349405,3
11161,4
11162,4
11163,4
11171,4
18496,4
19264,4
19329,4
25783,4
25784,4
43778,4
43781,4
43788,3
49701,4
60895,4
61592,4
101628,3
101662,4
101712,4
101751,4
101762,4
101766,4
103572,4
108262,4
311171,4
1160947,4
1303607,4
58391,4
81312,4
95104,4
123233,3
1128030,3
1128096,3
1166614,4
1188374,3
1188396,4
1341255,4
19823,2
19827,0
19830,3
21103,3
21105,2
58180,3
150138,0
1212462,3
70771,0
105390,4
109616,4
109618,4
409616,3
1102962,4
1102963,3
1105116,4
1105299,3
1126893,3
1128095,3
1188129,4
1330352,3
1330896,3
1331611,3
1377489,4
20307,3
20309,3
113090,4
113469,4
1146775,3
37777,3
91943,4
1487493,4
1126666,4
1126724,4
1126731,4
1152810,2
1181262,3
1313301,3
1341342,3
1377509,3
1150486,3
1189812,3
1150279,3
1150286,4
63381,3
63383,3
84374,3
85320,3
89472,3
120078,3
120080,3
120084,3
1126104,3
1127582,3
1128029,3
1128229,3
1160979,3
1180209,3
1181115,3
1191424,3
1292731,4
1314243,3
1335611,3
1335623,3
1335739,3
1364464,3
1364469,4
1376131,3
1377547,3
1399536,3
1399546,4
1403536,4
1403609,3
1405659,3
1419627,3
1419776,4
1442119,3
5000135,3
5000136,3
5000138,3
5000139,3
5000141,3
5000143,3
5000146,3
5000802,3
108730,4
122845,4
150129,3
1103657,4
1103692,4
1103832,3
1103909,4
1117076,4
1127924,3
1127925,3
1127926,4
1127927,4
1270538,4
1308687,3
1319230,3
1365444,4
48231,3
100690,3
1122775,3
1126881,3
1127374,2
1128010,3
1153094,2
1153463,4
48237,4
72017,3
101856,4
113202,4
113490,4
121824,4
121940,4
122122,4
122124,4
123850,4
1103451,4
1103688,4
1116850,4
1116852,4
1128356,4
1128360,4
1128375,4
1128377,3
1128378,4
1129073,3
1166436,4
1168211,4
1168212,4
1168576,4
1168577,4
1181037,3
1181042,3
1188343,4
1188344,3
1188348,4
1188375,3
1188377,4
1188380,4
1214442,3
1260286,4
1260299,4
1260313,3
1260317,4
1313171,4
1313172,4
1313173,3
1330118,4
1333201,4
1340989,4
1341006,4
1341347,4
1366964,4
1366966,4
1366967,5
1366970,4
1374756,4
1375236,3
1375237,4
1376267,4
1377536,3
1377538,4
1400668,4
1419616,4
1420608,5
1420636,4
1420637,4
1420646,4
1420648,4
5001091,4
70460,3
83436,3
108434,3
121135,3
121451,3
123831,4
1103461,4
1128547,3
1128549,4
1129597,4
1191217,4
1191219,3
1191221,3
1191222,4
1191224,4
1192191,3
1262435,3
1270621,4
1299197,3
1312986,3
1314351,4
1314353,3
1321331,3
1321332,4
1341371,5
48271,4
71553,3
71556,3
5000492,3
5000493,3
48283,0
48285,0
48287,0
48289,0
48292,0
87330,0
100589,0
113832,0
1103419,0
1103421,0
1128034,0
1128225,0
1150894,0
1193457,3
1419884,3
1428321,4
62638,4
63045,3
63055,3
63059,3
63062,3
83927,2
83929,3
88728,3
1103371,3
1103809,3
1103813,3
1103854,3
1103900,3
1103910,3
1103911,3
1103912,3
1126885,2
1127113,2
1166493,3
1186003,3
1341227,3
1341230,3
1341231,3
1341233,3
1341234,3
1375423,3
1375998,3
1376002,3
1419853,3
3492,2
3495,2
3497,2
3499,3
18969,3
1214165,2
1156711,3
50916,3
122536,2
13405,4
13407,4
13410,4
13436,2
13446,4
13447,4
13448,4
13449,4
13452,4
99802,4
99804,4
99806,4
99808,4
99810,3
118630,3
120777,4
121366,3
121367,4
313436,4
1106595,3
1152879,4
1152880,4
1152881,3
1152882,4
1158116,3
1158907,0
1160083,3
1162185,3
1204358,3
1101244,3
1103556,3
1161927,3
1161928,3
5000568,3
101858,3
101996,3
1103821,3
1104480,3
1125917,3
1126911,3
1126912,3
1147330,3
1399012,4
102626,4
1102818,4
1102901,4
1102978,4
1312023,3
1330186,4
1337241,4
1338270,3
1363832,4
1376000,3
1378999,4
