tp_grau_academico,co_curso,enade_faixa,cpc_faixa
licenciatura,1159779,5,4
licenciatura,108342,1,3
licenciatura,1148478,1,2
licenciatura,1313175,3,4
licenciatura,114061,2,3
licenciatura,5000396,3,4
licenciatura,5000397,3,4
licenciatura,113100,3,4
licenciatura,99346,3,3
bacharelado,399346,2,3
licenciatura,27,3,3
licenciatura,100777,3,4
licenciatura,101184,3,3
licenciatura,158,4,4
licenciatura,20768,3,4
licenciatura,95050,3,3
licenciatura,397,3,4
licenciatura,300518,3,3
licenciatura,1168454,3,3
licenciatura,623,4,4
licenciatura,115070,4,4
licenciatura,115088,5,4
licenciatura,115100,4,4
licenciatura,694,4,4
licenciatura,122356,4,4
licenciatura,770,3,3
licenciatura,18390,4,4
licenciatura,1454,3,4
licenciatura,103020,3,4
licenciatura,41324,3,4
licenciatura,19078,3,3
licenciatura,58524,3,4
licenciatura,58528,1,2
licenciatura,95767,1,3
licenciatura,2545,4,3
licenciatura,99684,3,3
licenciatura,2724,4,4
licenciatura,47461,5,4
licenciatura,3146,4,4
licenciatura,3212,4,3
licenciatura,3218,4,4
licenciatura,52056,3,4
licenciatura,60258,4,4
licenciatura,1212263,4,4
licenciatura,3405,3,3
licenciatura,5000544,2,3
licenciatura,3572,3,3
licenciatura,19492,2,3
licenciatura,66729,5,5
licenciatura,11302,4,4
licenciatura,11433,3,3
licenciatura,81516,3,3
licenciatura,11590,2,3
licenciatura,1182641,2,3
licenciatura,1314244,2,3
licenciatura,81358,2,3
licenciatura,81817,2,3
licenciatura,312334,3,4
licenciatura,49474,4,4
licenciatura,1330365,3,4
licenciatura,1330368,3,4
licenciatura,1330371,3,3
licenciatura,12688,4,4
licenciatura,1123027,3,4
licenciatura,116854,3,4
licenciatura,116878,4,4
licenciatura,1112889,3,3
licenciatura,12917,4,4
licenciatura,12963,5,4
licenciatura,13098,5,4
licenciatura,1166037,4,4
licenciatura,102150,2,3
licenciatura,107522,3,3
licenciatura,13273,5,4
licenciatura,21080,4,4
licenciatura,13400,2,3
licenciatura,13617,4,4
licenciatura,118096,3,3
licenciatura,45027,5,4
licenciatura,13840,5,5
licenciatura,41065,2,3
licenciatura,38239,4,4
licenciatura,1113044,3,4
licenciatura,42696,4,4
licenciatura,44363,4,4
licenciatura,14510,4,4
licenciatura,1102413,4,4
licenciatura,114419,4,4
licenciatura,119126,4,4
licenciatura,119138,2,3
licenciatura,96949,3,4
licenciatura,114554,4,4
licenciatura,62841,4,4
licenciatura,1158358,3,3
licenciatura,62676,3,4
licenciatura,121781,3,4
licenciatura,1103313,3,3
licenciatura,1189820,2,3
licenciatura,121478,3,4
licenciatura,14997,3,3
licenciatura,49517,3,3
licenciatura,1168149,3,4
licenciatura,15832,4,4
licenciatura,16011,1,3
licenciatura,100289,3,4
licenciatura,112136,2,3
licenciatura,19084,3,3
licenciatura,1189709,2,3
licenciatura,16895,2,4
licenciatura,81453,2,4
licenciatura,21579,5,4
licenciatura,105928,3,3
licenciatura,1161250,2,2
licenciatura,60930,3,3
licenciatura,123766,3,4
licenciatura,123775,2,3
licenciatura,123782,2,3
licenciatura,1158921,4,4
licenciatura,60895,3,4
licenciatura,1188374,2,3
licenciatura,1126731,2,4
licenciatura,63381,3,3
licenciatura,1127582,2,3
licenciatura,1128229,2,3
licenciatura,1292731,3,4
licenciatura,1399546,4,4
licenciatura,5000136,3,3
licenciatura,1127924,3,3
licenciatura,1122775,2,3
licenciatura,48237,3,4
licenciatura,1116850,3,4
licenciatura,1188343,3,4
licenciatura,1188344,2,3
licenciatura,1260299,3,4
licenciatura,1341006,3,4
licenciatura,1366966,3,4
licenciatura,1377536,2,3
licenciatura,70460,2,3
licenciatura,1191219,3,3
licenciatura,5000492,2,3
licenciatura,63055,2,3
licenciatura,1103809,3,3
licenciatura,1103900,2,3
licenciatura,1126885,1,2
licenciatura,1375423,2,3
licenciatura,1375998,3,3
licenciatura,99810,2,3
licenciatura,1152879,3,4
licenciatura,1204358,2,3
licenciatura,101858,3,3
licenciatura,1126911,2,3
licenciatura,1399012,3,4
licenciatura,1102818,3,4
licenciatura,1102901,4,4
licenciatura,67251,3,4
licenciatura,121011,3,3
licenciatura,121537,1,2
licenciatura,1342504,1,2
licenciatura,60764,1,2
licenciatura,60766,2,3
licenciatura,1181132,2,3
licenciatura,112692,2,3
licenciatura,1102642,2,3
licenciatura,116850,2,3
licenciatura,1117788,2,3
licenciatura,5000574,2,3
licenciatura,1103649,2,3
licenciatura,1100878,2,4
licenciatura,1168335,2,3
licenciatura,99132,2,3
licenciatura,1258744,2,3
licenciatura,1182764,3,3
licenciatura,123492,3,3
licenciatura,1102398,5,5
licenciatura,1125919,3,4
licenciatura,1125947,2,3
licenciatura,98671,1,2
licenciatura,104278,2,3
licenciatura,1330338,4,3
licenciatura,1125851,3,3
licenciatura,1268172,3,4
licenciatura,1268176,2,3
licenciatura,1313185,3,4
licenciatura,1152566,2,4
licenciatura,1152572,3,4
licenciatura,1292764,3,4
licenciatura,1153846,1,3
licenciatura,1192283,2,3
licenciatura,1376349,2,3
licenciatura,118044,3,4
licenciatura,1284901,3,4
licenciatura,1174339,2,3
licenciatura,102082,3,4
licenciatura,101844,4,4
bacharelado,116560,2,3
licenciatura,116690,2,3
licenciatura,1103426,3,3
licenciatura,44366,5,4
bacharelado,300129,4,4
bacharelado,310,4,4
licenciatura,328,3,4
licenciatura,95051,3,4
licenciatura,403,3,3
bacharelado,300403,3,3
licenciatura,495,3,3
licenciatura,115080,4,4
licenciatura,43869,4,4
bacharelado,343869,4,4
licenciatura,771,3,4
bacharelado,300771,4,4
bacharelado,1033,3,4
licenciatura,20943,5,5
licenciatura,1445,4,4
licenciatura,103022,3,3
bacharelado,403022,1,3
bacharelado,5000372,3,4
licenciatura,19043,4,4
bacharelado,150309,4,4
licenciatura,2205,3,3
licenciatura,38102,4,4
bacharelado,338102,2,3
licenciatura,83962,2,3
licenciatura,83970,2,3
licenciatura,83972,2,3
licenciatura,91797,3,4
licenciatura,2541,4,4
bacharelado,302541,4,4
licenciatura,2622,2,3
licenciatura,21785,2,4
licenciatura,21789,2,3
licenciatura,21794,1,2
licenciatura,21798,2,3
licenciatura,21806,3,4
licenciatura,21812,2,3
licenciatura,21815,2,3
licenciatura,21820,2,3
licenciatura,64274,2,3
licenciatura,18399,5,5
bacharelado,41057,5,4
bacharelado,47369,4,3
licenciatura,47370,4,3
licenciatura,3144,4,4
licenciatura,3162,4,4
licenciatura,82077,4,4
bacharelado,303144,3,3
bacharelado,303162,3,4
bacharelado,382077,3,4
licenciatura,3400,3,4
bacharelado,303400,4,4
licenciatura,3569,3,3
licenciatura,72598,3,4
licenciatura,1313979,2,3
licenciatura,3614,1,1
licenciatura,87561,3,3
bacharelado,1323576,2,3
licenciatura,122316,4,4
bacharelado,1174278,4,4
licenciatura,7829,3,3
licenciatura,7845,2,3
licenciatura,8418,2,3
licenciatura,8422,3,4
licenciatura,8430,3,4
licenciatura,11303,4,4
licenciatura,11327,2,3
licenciatura,83158,3,3
bacharelado,311303,3,3
licenciatura,11429,3,4
bacharelado,311429,3,3
licenciatura,11529,3,3
bacharelado,116204,3,3
licenciatura,11598,3,3
licenciatura,11614,2,3
licenciatura,11888,2,3
licenciatura,11912,3,4
bacharelado,1299196,2,3
licenciatura,1427038,1,2
licenciatura,1442010,3,4
licenciatura,1442014,2,3
licenciatura,1442016,3,3
licenciatura,1442025,2,3
licenciatura,1442030,2,3
licenciatura,1457193,2,3
licenciatura,12052,2,3
licenciatura,1330343,1,2
bacharelado,12323,4,4
licenciatura,12351,3,4
licenciatura,312323,5,4
bacharelado,1083438,2,3
licenciatura,12560,5,4
bacharelado,349476,5,4
licenciatura,1364271,3,4
licenciatura,12689,4,4
bacharelado,312689,4,4
bacharelado,423708,3,4
licenciatura,1077817,4,4
licenciatura,1278713,4,4
licenciatura,12818,5,4
bacharelado,312818,3,3
licenciatura,117132,5,4
bacharelado,417132,4,4
licenciatura,1107032,4,4
licenciatura,12965,5,4
bacharelado,312965,5,4
licenciatura,13099,4,4
bacharelado,313099,4,4
bacharelado,13210,2,3
licenciatura,107508,3,3
licenciatura,1151167,2,3
licenciatura,13274,4,4
licenciatura,106064,4,4
bacharelado,313274,4,4
licenciatura,13406,4,4
bacharelado,313406,3,4
licenciatura,52231,3,3
bacharelado,52249,3,3
bacharelado,45030,4,4
licenciatura,45031,4,4
licenciatura,1278881,5,5
licenciatura,46588,4,4
bacharelado,1113727,4,5
licenciatura,13976,4,4
bacharelado,313976,4,4
licenciatura,14102,4,4
bacharelado,314102,3,3
licenciatura,14230,4,4
bacharelado,314230,3,4
licenciatura,14326,4,4
bacharelado,314326,5,4
bacharelado,1108033,4,4
licenciatura,1108035,4,4
licenciatura,1178742,3,4
licenciatura,114558,4,4
licenciatura,1122742,2,3
licenciatura,14992,3,3
bacharelado,113606,3,3
licenciatura,15411,3,3
bacharelado,1454616,2,3
licenciatura,15738,3,4
licenciatura,15844,2,3
licenciatura,15858,3,4
licenciatura,15864,2,3
bacharelado,315844,1,3
bacharelado,1128362,3,4
licenciatura,15994,1,3
bacharelado,315994,1,3
licenciatura,16267,1,3
licenciatura,1185732,4,3
bacharelado,16413,3,4
licenciatura,46710,3,4
licenciatura,16594,2,3
licenciatura,1149624,2,2
licenciatura,16684,3,3
licenciatura,85444,3,3
licenciatura,1151320,2,2
licenciatura,1189708,2,3
licenciatura,16898,2,3
bacharelado,118064,3,4
licenciatura,17195,3,3
bacharelado,317195,2,3
licenciatura,1270473,2,3
licenciatura,105780,2,3
licenciatura,150104,3,4
bacharelado,1313326,3,4
licenciatura,62380,2,3
licenciatura,105084,2,3
licenciatura,60934,4,4
licenciatura,52435,3,3
licenciatura,11162,4,4
licenciatura,43788,3,3
bacharelado,101628,3,3
licenciatura,1364469,4,4
licenciatura,1419627,3,3
licenciatura,1419776,4,4
licenciatura,1308687,3,3
licenciatura,1153463,4,4
licenciatura,101856,4,4
licenciatura,13407,3,4
licenciatura,120777,3,4
licenciatura,60637,2,3
licenciatura,60672,1,3
licenciatura,60986,2,3
licenciatura,112806,3,3
licenciatura,113279,3,4
licenciatura,17135,2,3
licenciatura,17139,2,3
bacharelado,317135,2,4
licenciatura,1321515,3,4
licenciatura,1313445,4,4
licenciatura,15854,3,4
bacharelado,1113052,5,5
licenciatura,1427407,2,3
licenciatura,98562,4,4
licenciatura,66899,2,3
licenciatura,103372,3,3
licenciatura,106093,2,3
licenciatura,1113373,2,3
bacharelado,150254,3,4
licenciatura,1313153,3,4
licenciatura,16186,3,4
licenciatura,12098,2,3
licenciatura,5000398,4,4
licenciatura,5000399,3,4
licenciatura,3645,2,3
licenciatura,8766,3,4
licenciatura,15720,3,3
bacharelado,308766,3,3
licenciatura,99022,3,4
bacharelado,399022,3,4
licenciatura,11887,2,3
licenciatura,14111,4,5
bacharelado,314111,2,3
licenciatura,14133,3,4
bacharelado,314133,2,3
licenciatura,24,3,3
licenciatura,1103710,3,4
bacharelado,33205,5,4
licenciatura,44369,5,4
licenciatura,122214,5,4
licenciatura,311,3,4
licenciatura,402,4,4
licenciatura,494,4,4
licenciatura,104018,3,4
licenciatura,592,4,4
bacharelado,300592,3,4
licenciatura,39024,4,4
bacharelado,339024,4,4
licenciatura,775,4,4
licenciatura,1034,3,4
bacharelado,20944,2,3
bacharelado,1446,3,4
licenciatura,120439,4,4
bacharelado,420439,3,4
licenciatura,5000371,4,4
licenciatura,19044,4,4
licenciatura,2199,5,4
licenciatura,2206,4,4
licenciatura,2213,3,4
licenciatura,83960,3,4
licenciatura,83968,2,3
licenciatura,83974,3,4
licenciatura,84856,3,4
licenciatura,91545,3,4
licenciatura,91805,3,4
licenciatura,92400,1,2
licenciatura,1271848,4,4
licenciatura,2540,4,4
bacharelado,302540,4,4
licenciatura,2623,4,4
licenciatura,21784,3,4
licenciatura,21788,2,3
licenciatura,21795,2,3
licenciatura,21797,1,3
licenciatura,21801,2,3
licenciatura,21805,3,3
licenciatura,21811,2,4
licenciatura,21814,3,3
licenciatura,21819,2,3
licenciatura,39244,2,4
licenciatura,41857,5,5
bacharelado,41858,5,4
licenciatura,3135,4,4
licenciatura,3172,4,4
bacharelado,303135,4,4
licenciatura,3399,4,4
licenciatura,5000547,2,2
licenciatura,3568,3,4
licenciatura,18405,3,3
licenciatura,3603,2,2
licenciatura,3612,2,2
licenciatura,3671,4,5
licenciatura,4092,3,4
licenciatura,48944,5,4
bacharelado,348944,4,4
licenciatura,7830,2,3
licenciatura,64600,2,4
licenciatura,8417,3,4
licenciatura,8423,3,4
licenciatura,8429,3,3
licenciatura,87483,3,3
licenciatura,11321,4,4
licenciatura,11329,3,4
bacharelado,311321,3,3
bacharelado,11430,2,5
licenciatura,311430,4,4
licenciatura,11539,3,4
bacharelado,100026,1,2
licenciatura,11603,3,3
licenciatura,11613,2,4
licenciatura,11889,2,3
licenciatura,11897,3,4
licenciatura,1427036,2,3
licenciatura,1427039,2,2
licenciatura,1442028,2,3
licenciatura,1518696,2,3
licenciatura,1518703,1,3
licenciatura,1518705,3,4
licenciatura,12324,4,4
licenciatura,12350,3,4
bacharelado,1083431,2,4
bacharelado,1113228,4,3
licenciatura,12577,5,5
bacharelado,123332,3,4
bacharelado,312577,5,5
licenciatura,12705,4,4
bacharelado,312705,4,4
licenciatura,1122208,4,4
bacharelado,1123212,3,3
licenciatura,12817,4,4
bacharelado,312817,3,4
licenciatura,96152,4,4
licenciatura,117130,4,4
licenciatura,12967,5,4
bacharelado,312967,5,4
licenciatura,13100,5,4
bacharelado,313100,4,4
bacharelado,13211,2,3
licenciatura,107512,3,4
licenciatura,1151148,2,3
licenciatura,13300,5,4
bacharelado,313300,3,2
licenciatura,13415,4,4
licenciatura,13579,5,4
bacharelado,313579,4,4
bacharelado,45038,4,4
licenciatura,45039,5,4
licenciatura,84427,5,4
bacharelado,1113732,4,4
licenciatura,13984,5,4
bacharelado,14112,3,3
licenciatura,314112,4,4
licenciatura,14231,5,4
bacharelado,314231,4,2
bacharelado,107716,4,4
licenciatura,14514,4,4
licenciatura,101278,5,4
bacharelado,401278,4,4
licenciatura,119914,4,4
licenciatura,1178743,4,4
licenciatura,114560,4,4
licenciatura,14993,4,3
bacharelado,113619,2,2
licenciatura,15349,3,3
licenciatura,15409,4,4
licenciatura,15737,3,4
bacharelado,20064,4,4
licenciatura,320064,5,4
licenciatura,15845,2,3
licenciatura,15849,3,4
licenciatura,15859,3,4
licenciatura,52121,4,4
licenciatura,52142,2,4
licenciatura,101300,2,4
licenciatura,15992,3,4
licenciatura,122758,3,3
licenciatura,16092,2,3
licenciatura,16266,2,3
licenciatura,16394,3,4
bacharelado,60540,3,3
licenciatura,16593,3,3
licenciatura,16683,4,4
licenciatura,43471,2,3
licenciatura,63459,2,3
licenciatura,71041,3,3
licenciatura,1151425,2,3
licenciatura,1151468,4,4
licenciatura,1151594,2,3
licenciatura,118568,3,3
licenciatura,17194,3,4
bacharelado,317194,1,2
licenciatura,1270474,1,3
licenciatura,109766,2,3
licenciatura,68265,1,3
licenciatura,7079,3,3
licenciatura,15199,4,4
licenciatura,50846,4,4
licenciatura,51008,4,3
licenciatura,11161,3,4
licenciatura,19329,3,4
licenciatura,1160947,4,4
licenciatura,123831,4,4
licenciatura,3499,3,3
licenciatura,13405,3,4
licenciatura,13449,3,4
licenciatura,60740,2,3
licenciatura,60762,2,3
licenciatura,17134,2,4
licenciatura,17138,3,4
licenciatura,115681,2,3
licenciatura,15855,3,4
licenciatura,98564,2,3
licenciatura,66903,2,3
licenciatura,103377,3,3
licenciatura,1103739,3,4
bacharelado,150255,4,4
licenciatura,1312227,4,4
licenciatura,16334,3,4
licenciatura,1382554,3,4
licenciatura,5000400,4,4
licenciatura,5000401,3,4
licenciatura,1272855,2,4
licenciatura,1272861,2,4
licenciatura,15721,4,4
licenciatura,16319,3,4
licenciatura,18316,4,4
licenciatura,1154403,4,4
licenciatura,1147553,4,4
bacharelado,1276399,4,3
licenciatura,11886,3,3
licenciatura,14128,4,4
bacharelado,314128,3,4
licenciatura,102092,2,3
licenciatura,25,3,4
licenciatura,29693,4,4
licenciatura,80886,3,4
licenciatura,27733,4,3
licenciatura,56030,4,4
licenciatura,103393,4,4
licenciatura,22947,4,4
licenciatura,22597,3,4
licenciatura,34669,3,4
licenciatura,66274,2,2
licenciatura,82810,2,3
licenciatura,83005,2,3
licenciatura,83039,3,3
licenciatura,83052,3,3
licenciatura,83156,2,3
licenciatura,83210,2,3
licenciatura,83280,3,3
licenciatura,113172,4,5
licenciatura,22173,4,4
licenciatura,22678,5,4
licenciatura,28989,4,4
licenciatura,22658,4,4
licenciatura,30580,3,3
licenciatura,31506,4,3
licenciatura,34009,3,3
licenciatura,32877,3,3
licenciatura,1421414,5,5
licenciatura,69626,2,2
licenciatura,69638,3,3
licenciatura,110996,2,2
licenciatura,28323,4,4
licenciatura,119048,3,3
licenciatura,119074,2,3
licenciatura,30397,3,3
licenciatura,113974,3,3
licenciatura,95652,2,3
licenciatura,114877,3,3
licenciatura,34277,5,4
licenciatura,49848,5,5
licenciatura,25926,4,4
licenciatura,116576,4,4
licenciatura,29475,4,4
licenciatura,107549,3,4
licenciatura,44977,5,4
licenciatura,84985,5,5
licenciatura,1128911,4,4
licenciatura,86446,4,4
licenciatura,51941,5,4
licenciatura,1341352,5,4
licenciatura,1270672,2,4
licenciatura,15415,3,3
licenciatura,20941,2,4
licenciatura,16592,3,3
licenciatura,25864,1,2
licenciatura,16678,3,3
licenciatura,18565,2,3
licenciatura,45304,3,3
licenciatura,31266,1,2
licenciatura,25784,4,4
licenciatura,43781,4,4
licenciatura,1162185,3,3
licenciatura,1150592,3,4
licenciatura,1151252,3,4
licenciatura,103358,3,3
licenciatura,106096,1,3
licenciatura,112332,1,2
licenciatura,112350,3,2
licenciatura,113880,1,2
licenciatura,1281070,3,4
licenciatura,51477,4,3
licenciatura,1185844,4,4
licenciatura,39212,3,4
licenciatura,101054,3,4
licenciatura,25903,3,3
licenciatura,25949,3,3
licenciatura,162,4,4
licenciatura,34644,5,4
licenciatura,44377,3,4
licenciatura,80877,3,3
licenciatura,95053,3,3
licenciatura,34646,3,3
licenciatura,32832,3,3
licenciatura,94086,3,3
licenciatura,593,4,4
licenciatura,32836,5,4
licenciatura,103380,4,4
licenciatura,1036,4,4
licenciatura,32844,4,4
licenciatura,27512,3,3
licenciatura,66263,3,3
licenciatura,121954,3,4
licenciatura,121962,3,4
licenciatura,82689,4,4
licenciatura,82795,2,3
licenciatura,82894,2,3
licenciatura,83034,4,4
licenciatura,83132,1,3
licenciatura,83137,3,3
licenciatura,83152,3,3
licenciatura,83155,2,3
licenciatura,83199,3,3
licenciatura,83226,2,3
licenciatura,83231,3,4
licenciatura,92444,2,3
licenciatura,47338,5,4
licenciatura,47339,5,4
licenciatura,3131,5,4
licenciatura,3171,4,2
licenciatura,34677,4,4
licenciatura,25205,3,3
licenciatura,31505,3,3
licenciatura,32162,2,3
licenciatura,1208951,2,3
licenciatura,3611,2,2
licenciatura,29140,3,3
licenciatura,4195,5,4
licenciatura,69628,3,3
licenciatura,69634,3,3
licenciatura,86388,2,3
licenciatura,92591,3,3
licenciatura,1300165,2,2
licenciatura,8428,3,4
licenciatura,11326,3,4
licenciatura,25785,4,4
licenciatura,1313223,3,4
licenciatura,119046,4,4
licenciatura,119072,3,3
licenciatura,25789,2,3
licenciatura,32097,3,3
licenciatura,82619,2,3
licenciatura,113958,3,3
licenciatura,21611,2,2
licenciatura,25793,2,3
licenciatura,86364,4,3
licenciatura,90697,2,3
licenciatura,94520,2,2
licenciatura,105052,2,2
licenciatura,105191,2,2
licenciatura,121411,2,2
licenciatura,121700,1,2
licenciatura,121745,2,3
licenciatura,121746,2,3
licenciatura,1350703,1,2
licenciatura,114876,2,3
licenciatura,115013,2,3
licenciatura,31160,5,4
licenciatura,110830,4,4
licenciatura,111326,4,4
licenciatura,123220,3,4
licenciatura,29470,5,4
licenciatura,116578,4,4
licenciatura,118120,3,3
licenciatura,118124,4,4
licenciatura,12968,5,4
licenciatura,31171,3,4
licenciatura,1151147,3,3
licenciatura,1151780,3,3
licenciatura,13297,5,4
licenciatura,117076,5,4
licenciatura,107548,4,4
licenciatura,5000898,3,4
licenciatura,44947,4,3
licenciatura,84992,5,5
licenciatura,29489,5,4
licenciatura,44485,4,4
licenciatura,51945,4,4
licenciatura,1114224,4,4
licenciatura,1341351,5,4
licenciatura,1383125,4,4
licenciatura,1103087,4,4
licenciatura,1168401,4,4
licenciatura,1102208,3,3
licenciatura,15402,3,3
licenciatura,15740,3,3
licenciatura,31206,4,4
licenciatura,1101760,5,4
licenciatura,29511,2,3
licenciatura,101309,2,3
licenciatura,16003,1,2
licenciatura,16004,3,4
licenciatura,28509,2,4
licenciatura,1327340,2,3
licenciatura,16264,2,3
licenciatura,16274,1,3
licenciatura,17056,2,3
licenciatura,1481722,2,3
licenciatura,30401,3,3
licenciatura,1327519,2,3
licenciatura,1327523,1,2
licenciatura,16682,3,3
licenciatura,18561,4,4
licenciatura,18562,2,3
licenciatura,18563,3,4
licenciatura,71105,2,2
licenciatura,85226,2,3
licenciatura,1151599,2,2
licenciatura,1189699,3,3
licenciatura,22532,2,3
licenciatura,1321326,3,3
licenciatura,11138,3,3
licenciatura,1259974,4,4
licenciatura,25783,3,4
licenciatura,43778,4,4
licenciatura,1180209,3,3
licenciatura,1127926,4,4
licenciatura,1365444,4,4
licenciatura,1188380,5,4
licenciatura,1419616,4,4
licenciatura,1312986,3,3
licenciatura,3495,2,2
licenciatura,1158116,3,3
licenciatura,1160083,3,3
licenciatura,1161927,3,3
licenciatura,60624,3,4
licenciatura,82661,3,3
licenciatura,91311,1,2
licenciatura,91323,2,3
licenciatura,1330232,4,4
licenciatura,27713,2,3
licenciatura,1151612,2,4
licenciatura,34838,3,4
licenciatura,1178650,4,3
licenciatura,98560,3,3
licenciatura,18944,2,3
licenciatura,103363,3,3
licenciatura,106092,2,3
licenciatura,112330,1,2
licenciatura,112338,1,3
licenciatura,123405,4,4
licenciatura,1147020,3,2
licenciatura,1280246,4,4
licenciatura,114858,3,3
licenciatura,1168550,3,4
licenciatura,1270465,2,3
licenciatura,1270327,2,3
licenciatura,51476,2,3
licenciatura,1266787,4,4
licenciatura,42973,3,3
licenciatura,120746,3,3
licenciatura,22468,3,4
licenciatura,14126,3,4
licenciatura,26025,3,3
licenciatura,99426,3,4
licenciatura,101606,1,3
licenciatura,29672,5,4
licenciatura,1190583,3,4
licenciatura,1052,3,3
licenciatura,22178,5,5
licenciatura,1146513,4,4
licenciatura,1321965,3,3
licenciatura,1342673,2,3
licenciatura,22400,3,4
licenciatura,94286,5,4
licenciatura,86360,2,2
licenciatura,121749,3,3
licenciatura,116574,3,3
licenciatura,27263,4,4
licenciatura,1114225,4,4
licenciatura,118382,3,3
licenciatura,1103085,4,4
licenciatura,1178747,3,3
licenciatura,96761,4,4
licenciatura,1370467,3,4
licenciatura,1102186,3,3
licenciatura,1576625,3,3
licenciatura,28743,4,3
licenciatura,52070,1,3
licenciatura,110748,2,3
licenciatura,122174,2,3
licenciatura,85542,3,4
licenciatura,31230,3,4
licenciatura,1313148,2,3
licenciatura,89022,1,3
licenciatura,150105,2,3
licenciatura,1375236,3,3
licenciatura,1188383,3,3
licenciatura,1420258,2,3
licenciatura,104298,2,3
licenciatura,1313254,3,4
licenciatura,1155725,2,3
licenciatura,5000404,3,4
licenciatura,5000405,3,4
licenciatura,5000406,3,4
licenciatura,70985,2,3
licenciatura,22118,4,4
licenciatura,80896,4,4
licenciatura,101641,2,3
licenciatura,31302,5,4
licenciatura,32834,4,4
licenciatura,1046,4,4
licenciatura,21796,2,3
licenciatura,21899,3,3
licenciatura,22418,2,3
licenciatura,25791,3,4
licenciatura,25792,3,4
licenciatura,29278,2,3
licenciatura,31234,2,3
licenciatura,32987,2,3
licenciatura,33054,2,3
licenciatura,44052,1,2
licenciatura,60520,2,3
licenciatura,64302,2,2
licenciatura,120725,2,3
licenciatura,108090,3,3
licenciatura,3601,1,2
licenciatura,34683,4,3
licenciatura,8424,3,4
licenciatura,1342674,3,3
licenciatura,11324,4,4
licenciatura,94283,4,4
licenciatura,32990,3,3
licenciatura,81821,3,4
licenciatura,121748,2,3
licenciatura,92255,5,4
licenciatura,33013,5,4
licenciatura,1114229,5,4
licenciatura,118478,3,4
licenciatura,112568,5,4
licenciatura,112572,3,4
licenciatura,1103082,5,4
licenciatura,1120591,4,4
licenciatura,1178746,4,3
licenciatura,96759,4,4
licenciatura,1304099,4,4
licenciatura,1102188,4,3
licenciatura,31198,4,4
licenciatura,29510,3,3
licenciatura,22508,4,4
licenciatura,26668,3,4
licenciatura,27696,3,3
licenciatura,29512,3,4
licenciatura,16270,3,3
licenciatura,16273,2,3
licenciatura,85536,4,4
licenciatura,42068,2,2
licenciatura,70652,2,4
licenciatura,53534,4,3
licenciatura,89018,2,3
licenciatura,89024,2,2
licenciatura,89029,2,3
licenciatura,150106,3,3
licenciatura,7077,2,2
licenciatura,64026,3,3
licenciatura,103600,4,3
licenciatura,1335611,4,3
licenciatura,1335739,3,3
licenciatura,1377547,3,3
licenciatura,1405659,3,3
licenciatura,1366970,4,4
licenciatura,1400668,4,4
licenciatura,29513,3,4
licenciatura,29422,2,3
licenciatura,16183,3,4
licenciatura,16338,4,3
licenciatura,1190137,3,3
licenciatura,3643,4,4
licenciatura,8767,3,3
licenciatura,31205,3,4
licenciatura,29456,3,3
licenciatura,14120,4,4
licenciatura,118470,3,4
licenciatura,26,3,3
licenciatura,18354,2,3
licenciatura,100775,3,4
licenciatura,161,4,4
licenciatura,44372,4,3
licenciatura,297,3,4
licenciatura,95055,3,3
licenciatura,379,3,3
licenciatura,102588,2,3
licenciatura,300520,3,3
licenciatura,18877,5,5
licenciatura,624,4,3
licenciatura,637,4,4
licenciatura,115086,5,4
licenciatura,696,4,4
licenciatura,122358,4,4
licenciatura,768,4,4
licenciatura,1035,3,4
licenciatura,1428,4,4
licenciatura,102944,3,4
licenciatura,41490,4,4
licenciatura,19077,3,3
licenciatura,58522,3,3
licenciatura,58526,3,3
licenciatura,58588,3,4
licenciatura,83289,3,3
licenciatura,83302,3,3
licenciatura,83312,2,3
licenciatura,83318,2,3
licenciatura,83330,3,3
licenciatura,92391,3,4
licenciatura,113295,5,4
licenciatura,21808,4,5
licenciatura,21822,2,3
licenciatura,21869,4,4
licenciatura,21876,2,3
licenciatura,21879,2,2
licenciatura,21884,1,2
licenciatura,21892,2,2
licenciatura,21897,2,3
licenciatura,45102,2,2
licenciatura,47333,3,3
licenciatura,2711,4,4
licenciatura,41766,5,5
licenciatura,3145,4,4
licenciatura,3163,4,4
licenciatura,3179,3,4
licenciatura,3217,4,4
licenciatura,60290,4,4
licenciatura,71419,4,4
licenciatura,3407,4,4
licenciatura,3571,2,3
licenciatura,100373,2,3
licenciatura,85760,1,2
licenciatura,3615,2,2
licenciatura,1179877,2,3
licenciatura,48946,3,4
licenciatura,18892,4,4
licenciatura,64604,3,3
licenciatura,59272,3,3
licenciatura,59426,3,3
licenciatura,59996,4,4
licenciatura,11305,3,3
licenciatura,11328,3,4
licenciatura,70522,3,3
licenciatura,11439,3,3
licenciatura,11540,3,4
licenciatura,11591,3,3
licenciatura,113953,3,3
licenciatura,1182640,2,3
licenciatura,81423,3,3
licenciatura,81812,2,3
licenciatura,1153298,2,3
licenciatura,1350689,3,2
licenciatura,1427035,2,3
licenciatura,1442003,2,3
licenciatura,1442009,2,2
licenciatura,1442020,3,3
licenciatura,1442024,2,3
licenciatura,1442027,2,3
licenciatura,1457192,2,3
licenciatura,12044,2,3
licenciatura,12354,3,4
licenciatura,312333,4,4
licenciatura,12553,4,4
