tp_grau_academico,co_curso,enade_faixa,cpc_faixa
licenciatura,1330366,2,4
licenciatura,1330369,3,4
licenciatura,1330372,4,4
licenciatura,12702,4,4
licenciatura,12713,3,3
licenciatura,12806,4,4
licenciatura,116856,4,4
licenciatura,116882,4,4
licenciatura,12918,4,4
licenciatura,96158,3,4
licenciatura,12969,5,4
licenciatura,13102,5,5
licenciatura,1166038,4,4
licenciatura,102152,2,3
licenciatura,107520,3,3
licenciatura,13276,5,4
licenciatura,117052,4,4
licenciatura,13402,3,3
licenciatura,99045,2,3
licenciatura,13619,3,3
licenciatura,118100,3,4
licenciatura,13741,4,4
licenciatura,13873,3,4
licenciatura,41069,2,3
licenciatura,38246,3,3
licenciatura,1131697,4,4
licenciatura,1304557,4,4
licenciatura,14233,4,4
licenciatura,1270371,5,5
licenciatura,14328,4,4
licenciatura,14505,4,4
licenciatura,14542,4,4
licenciatura,1127676,2,4
licenciatura,1128169,5,4
licenciatura,1152637,4,4
licenciatura,101556,3,4
licenciatura,96955,5,4
licenciatura,100916,3,4
licenciatura,114556,4,4
licenciatura,120389,4,4
licenciatura,100808,3,4
licenciatura,123519,2,3
licenciatura,1122743,3,4
licenciatura,1161404,3,3
licenciatura,21443,3,4
licenciatura,1103914,2,3
licenciatura,1188419,2,3
licenciatura,1327336,2,3
licenciatura,116144,4,4
licenciatura,1126144,4,4
licenciatura,1156565,3,4
licenciatura,1264321,4,5
licenciatura,15000,3,3
licenciatura,122746,3,3
licenciatura,15413,3,3
licenciatura,1258814,1,2
licenciatura,20578,4,4
licenciatura,38678,3,3
licenciatura,1101770,5,4
licenciatura,15833,3,4
licenciatura,15862,2,3
licenciatura,15865,3,4
licenciatura,18382,3,3
licenciatura,52139,2,3
licenciatura,121792,2,4
licenciatura,16009,2,3
licenciatura,16010,3,4
licenciatura,104400,1,3
licenciatura,16268,2,3
licenciatura,16272,2,3
licenciatura,43037,2,3
licenciatura,16403,4,4
licenciatura,1155366,3,3
licenciatura,1327524,2,2
licenciatura,111982,1,2
licenciatura,20392,3,3
licenciatura,71037,2,2
licenciatura,118564,3,3
licenciatura,17196,2,3
licenciatura,109768,2,2
licenciatura,21578,4,4
licenciatura,45701,2,3
licenciatura,45703,2,3
licenciatura,68313,2,3
licenciatura,7081,3,3
licenciatura,20854,2,3
licenciatura,39715,4,4
licenciatura,68511,3,3
licenciatura,123787,2,3
licenciatura,1123270,3,4
licenciatura,1184450,3,3
licenciatura,52442,3,3
licenciatura,11163,3,4
licenciatura,103572,4,4
licenciatura,1128030,3,3
licenciatura,1128096,3,3
licenciatura,21105,2,2
licenciatura,1102963,3,3
licenciatura,63383,4,3
licenciatura,84374,3,3
licenciatura,85320,2,3
licenciatura,1160979,3,3
licenciatura,1442119,3,3
licenciatura,5000138,2,3
licenciatura,108730,4,4
licenciatura,1103657,4,4
licenciatura,100690,2,3
licenciatura,113490,4,4
licenciatura,122122,3,4
licenciatura,1128360,4,4
licenciatura,1128375,4,4
licenciatura,1128378,4,4
licenciatura,1129073,3,3
licenciatura,1181042,3,3
licenciatura,1333201,4,4
licenciatura,1340989,4,4
licenciatura,1341347,4,4
licenciatura,1366967,5,5
licenciatura,1420637,4,4
licenciatura,1103461,3,4
licenciatura,1321332,3,4
licenciatura,5000493,2,3
licenciatura,63062,3,3
licenciatura,83929,3,3
licenciatura,1103813,3,3
licenciatura,1103910,2,3
licenciatura,1103911,2,3
licenciatura,1103912,2,3
licenciatura,1127113,2,2
licenciatura,1341230,3,3
licenciatura,18969,3,3
licenciatura,13448,4,4
licenciatura,99806,3,4
licenciatura,1152880,3,4
licenciatura,1103556,2,3
licenciatura,102430,4,4
licenciatura,121013,3,3
licenciatura,1153801,3,4
licenciatura,114388,2,3
licenciatura,1160424,3,3
licenciatura,1387235,2,3
licenciatura,60760,2,3
licenciatura,61024,1,3
licenciatura,61669,2,3
licenciatura,82658,3,3
licenciatura,96913,3,4
licenciatura,1152312,2,3
licenciatura,99503,3,3
licenciatura,1102641,2,3
licenciatura,116820,4,4
licenciatura,1142320,4,4
licenciatura,113589,2,3
licenciatura,1414995,4,4
licenciatura,17154,2,3
licenciatura,1105218,2,3
licenciatura,1103185,3,4
licenciatura,1128936,2,3
licenciatura,1128938,4,4
licenciatura,1168573,2,3
licenciatura,1117203,3,3
licenciatura,1313355,3,3
licenciatura,1313360,3,4
licenciatura,1349112,4,3
licenciatura,100412,3,4
licenciatura,15868,2,3
licenciatura,1182765,2,2
licenciatura,1292902,2,3
licenciatura,123494,2,3
licenciatura,1106721,2,3
licenciatura,1102402,5,5
licenciatura,1102795,3,4
licenciatura,1103025,4,4
licenciatura,1103031,2,3
licenciatura,1103032,4,4
licenciatura,98558,2,3
licenciatura,103381,2,2
licenciatura,104814,2,3
licenciatura,104282,3,4
licenciatura,5000912,2,4
licenciatura,1330384,3,3
licenciatura,1312211,5,5
licenciatura,55811,4,4
licenciatura,80827,2,3
licenciatura,1260434,5,4
licenciatura,1292767,3,4
licenciatura,1399848,3,3
licenciatura,5000487,2,3
licenciatura,5001337,2,3
licenciatura,1270326,2,3
licenciatura,18959,2,3
licenciatura,18961,3,4
licenciatura,43084,2,3
licenciatura,46729,3,3
licenciatura,1156623,3,3
licenciatura,1111510,3,4
licenciatura,1284904,3,4
licenciatura,1332695,2,3
licenciatura,14121,3,4
licenciatura,102576,2,3
licenciatura,18954,4,5
licenciatura,34,2,3
licenciatura,94331,2,3
licenciatura,133,3,3
licenciatura,122220,3,3
licenciatura,99425,1,3
licenciatura,62486,3,3
licenciatura,1105124,3,3
licenciatura,21158,2,3
licenciatura,81283,4,4
licenciatura,780,4,5
licenciatura,1444,4,4
licenciatura,2194,3,3
licenciatura,92200,5,4
licenciatura,92175,5,4
licenciatura,94758,5,4
licenciatura,72419,3,3
licenciatura,1212035,2,3
licenciatura,96675,3,4
licenciatura,92595,3,3
licenciatura,94595,2,2
licenciatura,105438,2,3
licenciatura,100024,1,2
licenciatura,95462,2,2
licenciatura,18395,2,3
licenciatura,41135,4,3
licenciatura,21604,3,3
licenciatura,12977,4,4
licenciatura,1278855,3,4
licenciatura,24864,2,3
licenciatura,13293,3,4
licenciatura,97039,3,3
licenciatura,13604,2,3
licenciatura,45068,4,4
licenciatura,41072,4,4
licenciatura,100021,4,4
licenciatura,150099,3,3
licenciatura,1110646,4,3
licenciatura,1111226,4,4
licenciatura,1113067,3,3
licenciatura,85786,4,3
licenciatura,31979,4,3
licenciatura,1158384,3,3
licenciatura,15790,3,4
licenciatura,59103,3,4
licenciatura,123553,2,2
licenciatura,63890,3,3
licenciatura,1259131,3,4
licenciatura,55026,3,2
licenciatura,95043,2,2
licenciatura,1349405,3,3
licenciatura,1153094,2,2
licenciatura,1192191,2,3
licenciatura,118630,2,3
licenciatura,1147330,2,3
licenciatura,60845,1,2
licenciatura,5001292,3,4
licenciatura,86712,2,3
licenciatura,1168164,3,3
licenciatura,1354319,3,3
licenciatura,11779,3,4
licenciatura,70538,1,2
licenciatura,150097,3,3
licenciatura,6,5,4
licenciatura,150,5,4
licenciatura,163,4,4
licenciatura,315,4,4
licenciatura,95057,3,4
licenciatura,381,4,4
licenciatura,101614,1,3
licenciatura,101639,3,3
licenciatura,112100,3,3
licenciatura,33221,4,4
licenciatura,73192,4,4
licenciatura,116642,3,3
licenciatura,112606,4,4
licenciatura,115076,5,4
licenciatura,115558,5,4
licenciatura,697,5,4
licenciatura,92260,4,4
licenciatura,111450,4,4
licenciatura,1435,4,4
licenciatura,103018,3,4
licenciatura,2110,4,3
licenciatura,2204,4,4
licenciatura,2208,3,4
licenciatura,2211,3,3
licenciatura,2212,4,3
licenciatura,2215,4,4
licenciatura,2216,4,4
licenciatura,2221,4,3
licenciatura,83344,4,4
licenciatura,83353,3,3
licenciatura,83356,3,3
licenciatura,83358,3,3
licenciatura,83392,3,4
licenciatura,83394,3,3
licenciatura,83402,4,4
licenciatura,83404,3,3
licenciatura,83411,3,3
licenciatura,83415,3,3
licenciatura,1343136,3,3
licenciatura,2529,4,3
licenciatura,2626,3,4
licenciatura,21799,2,3
licenciatura,21824,3,3
licenciatura,21873,2,2
licenciatura,21874,3,3
licenciatura,21875,3,3
licenciatura,21880,3,3
licenciatura,21885,3,3
licenciatura,21895,3,4
licenciatura,39238,2,2
licenciatura,39269,2,3
licenciatura,39300,2,2
licenciatura,39393,2,3
licenciatura,60420,2,2
licenciatura,1149137,2,2
licenciatura,1430478,3,3
licenciatura,1430649,3,3
licenciatura,1431238,3,3
licenciatura,1431245,3,3
licenciatura,2700,5,4
licenciatura,2716,5,3
licenciatura,3132,4,4
licenciatura,3166,4,4
licenciatura,3209,5,4
licenciatura,3214,4,4
licenciatura,61074,5,4
licenciatura,73449,5,5
licenciatura,3397,3,4
licenciatura,3416,4,4
licenciatura,3561,4,4
licenciatura,18410,4,3
licenciatura,18414,4,4
licenciatura,18417,4,4
licenciatura,1178271,2,2
licenciatura,1160932,2,3
licenciatura,3622,2,2
licenciatura,3664,5,5
licenciatura,4090,3,3
licenciatura,4196,4,4
licenciatura,110846,4,4
licenciatura,110854,3,3
licenciatura,110860,3,3
licenciatura,110870,3,3
licenciatura,110876,2,3
licenciatura,110882,4,3
licenciatura,110888,3,3
licenciatura,110900,3,3
licenciatura,8425,3,4
licenciatura,8439,3,3
licenciatura,103494,3,4
licenciatura,112262,3,3
licenciatura,11314,3,4
licenciatura,19565,3,4
licenciatura,83160,4,4
licenciatura,11432,4,4
licenciatura,11449,3,4
licenciatura,11456,3,3
licenciatura,11535,4,4
licenciatura,11548,3,3
licenciatura,11605,4,3
licenciatura,114099,3,3
licenciatura,11885,3,3
licenciatura,11893,3,3
licenciatura,19733,3,3
licenciatura,81640,3,4
licenciatura,94821,3,3
licenciatura,1404084,3,3
licenciatura,1404086,3,3
licenciatura,12048,3,3
licenciatura,12111,3,4
licenciatura,12353,4,4
licenciatura,20938,5,4
licenciatura,12557,5,4
licenciatura,12690,4,4
licenciatura,12717,4,4
licenciatura,123704,3,4
licenciatura,12819,4,4
licenciatura,1278626,3,4
licenciatura,96483,5,4
licenciatura,97018,5,4
licenciatura,12973,5,4
licenciatura,13105,5,4
licenciatura,13213,4,4
licenciatura,1151166,3,3
licenciatura,1151779,3,4
licenciatura,13298,5,4
licenciatura,13418,4,4
licenciatura,107356,3,4
licenciatura,109626,4,4
licenciatura,122924,3,4
licenciatura,13580,5,4
licenciatura,101092,5,4
licenciatura,13729,5,4
licenciatura,117717,4,4
licenciatura,121286,4,4
licenciatura,13967,5,4
licenciatura,38273,3,4
licenciatura,21992,4,4
licenciatura,14237,3,3
licenciatura,14349,5,4
licenciatura,91975,4,4
licenciatura,1383124,4,4
licenciatura,101280,4,4
licenciatura,1314420,4,4
licenciatura,96953,4,4
licenciatura,1178745,3,3
licenciatura,1118531,3,3
licenciatura,109890,4,4
licenciatura,14987,4,3
licenciatura,113783,3,3
licenciatura,64854,3,4
licenciatura,15412,4,4
licenciatura,19039,4,4
licenciatura,19040,3,4
licenciatura,19041,3,3
licenciatura,15785,5,4
licenciatura,1128934,5,4
licenciatura,15842,4,4
licenciatura,15851,3,4
licenciatura,15861,3,4
licenciatura,18383,2,3
licenciatura,121798,3,4
licenciatura,1270651,3,4
licenciatura,1292684,4,4
licenciatura,16002,3,3
licenciatura,16007,3,3
licenciatura,43743,2,3
licenciatura,44076,2,4
licenciatura,62083,3,4
licenciatura,116782,2,3
licenciatura,114157,2,3
licenciatura,16265,2,3
licenciatura,16271,3,3
licenciatura,80922,2,2
licenciatura,1404585,1,2
licenciatura,16392,5,4
licenciatura,16581,2,3
licenciatura,16590,3,3
licenciatura,50891,2,2
licenciatura,16655,2,2
licenciatura,16676,4,3
licenciatura,16689,2,2
licenciatura,20387,3,3
licenciatura,43229,2,3
licenciatura,43242,2,3
licenciatura,43463,4,3
licenciatura,84880,4,3
licenciatura,85260,3,4
licenciatura,85276,3,3
licenciatura,85380,3,3
licenciatura,16902,3,4
licenciatura,17098,3,4
licenciatura,1313149,2,3
licenciatura,17199,4,4
licenciatura,1270476,2,3
licenciatura,1321319,3,3
licenciatura,41798,2,3
licenciatura,109893,3,3
licenciatura,101986,4,4
licenciatura,113052,4,4
licenciatura,113054,2,3
licenciatura,113056,3,4
licenciatura,113058,3,4
licenciatura,2675,4,3
licenciatura,7078,3,3
licenciatura,11140,3,3
licenciatura,56134,4,3
licenciatura,70732,4,4
licenciatura,89269,3,3
licenciatura,105352,3,3
licenciatura,106732,3,3
licenciatura,108586,2,3
licenciatura,113311,3,3
licenciatura,1155387,3,3
licenciatura,101662,3,4
licenciatura,101751,4,4
licenciatura,101762,4,4
licenciatura,101766,3,4
licenciatura,108262,3,4
licenciatura,19823,2,2
licenciatura,20309,2,3
licenciatura,1319230,3,3
licenciatura,1366964,4,4
licenciatura,1375237,4,4
licenciatura,1376267,4,4
licenciatura,1420646,4,4
licenciatura,1314351,4,4
licenciatura,1321331,3,3
licenciatura,3497,2,2
licenciatura,50916,4,3
licenciatura,13410,4,4
licenciatura,13452,5,4
licenciatura,1378999,2,4
licenciatura,113799,4,4
licenciatura,113801,3,3
licenciatura,121315,2,3
licenciatura,121317,2,3
licenciatura,1404254,4,4
licenciatura,66917,2,3
licenciatura,66920,4,4
licenciatura,66926,2,3
licenciatura,66929,4,4
licenciatura,150122,3,4
licenciatura,1188184,3,4
licenciatura,17142,2,4
licenciatura,17144,2,4
licenciatura,40808,3,4
licenciatura,49687,3,3
licenciatura,112674,2,3
licenciatura,100547,2,3
licenciatura,17079,1,3
licenciatura,1136373,3,3
licenciatura,15857,3,4
licenciatura,96874,3,3
licenciatura,1152082,2,3
licenciatura,1125934,3,4
licenciatura,1179300,4,4
licenciatura,1307282,4,4
licenciatura,1330648,4,4
licenciatura,1419858,2,3
licenciatura,1150372,2,2
licenciatura,1153477,4,4
licenciatura,98556,3,3
licenciatura,9979,3,4
licenciatura,18947,3,3
licenciatura,85688,3,3
licenciatura,104292,4,4
licenciatura,1147178,5,4
licenciatura,122404,3,4
licenciatura,1379291,4,4
licenciatura,8973,2,3
licenciatura,16185,3,3
licenciatura,16336,4,4
licenciatura,12040,4,4
licenciatura,1395909,3,4
licenciatura,5000402,4,4
licenciatura,5000403,4,4
licenciatura,1272856,3,4
licenciatura,1272863,4,4
licenciatura,1483835,4,3
licenciatura,3644,3,4
licenciatura,8765,4,3
licenciatura,15719,4,4
licenciatura,71002,3,3
licenciatura,95213,3,4
licenciatura,1185841,4,4
licenciatura,94307,3,3
licenciatura,14122,3,4
licenciatura,91969,4,4
licenciatura,104156,4,4
licenciatura,14090,3,4
licenciatura,23,4,4
licenciatura,106050,2,3
licenciatura,1103711,3,4
bacharelado,1103712,2,3
licenciatura,159,4,4
bacharelado,300118,4,4
bacharelado,322,2,3
licenciatura,20782,3,4
licenciatura,95059,2,4
licenciatura,382,3,4
bacharelado,1106983,3,4
bacharelado,519,3,3
licenciatura,1105828,3,3
licenciatura,112592,4,5
licenciatura,45111,4,4
licenciatura,115092,4,4
licenciatura,115098,4,4
bacharelado,300625,4,4
licenciatura,700,4,4
licenciatura,122360,5,5
bacharelado,300700,3,4
bacharelado,1134829,3,4
bacharelado,769,4,5
licenciatura,42574,3,4
licenciatura,18889,5,5
bacharelado,1103531,3,4
licenciatura,1429,3,4
licenciatura,103027,2,4
bacharelado,111386,2,4
licenciatura,20237,3,4
bacharelado,150310,2,3
licenciatura,19081,3,3
licenciatura,58520,2,4
licenciatura,58590,2,3
licenciatura,59268,2,3
licenciatura,66305,2,3
licenciatura,114180,2,3
licenciatura,83966,4,4
licenciatura,1147485,4,4
licenciatura,34592,2,3
licenciatura,35095,3,4
bacharelado,47340,4,4
licenciatura,47345,4,3
bacharelado,3150,4,4
licenciatura,60384,4,4
licenciatura,60604,4,4
licenciatura,66993,3,4
bacharelado,67143,3,4
licenciatura,1212262,3,4
bacharelado,3406,3,4
licenciatura,99368,3,4
licenciatura,3573,4,4
licenciatura,3674,3,3
bacharelado,303674,2,4
licenciatura,19493,2,4
bacharelado,1179878,2,4
licenciatura,66727,4,4
bacharelado,122298,3,3
licenciatura,11308,3,4
licenciatura,11443,2,3
bacharelado,311443,2,3
licenciatura,81520,3,3
licenciatura,11592,2,3
licenciatura,81294,2,3
licenciatura,103414,2,3
bacharelado,12335,4,4
licenciatura,312335,4,4
licenciatura,12555,5,4
bacharelado,312555,4,4
licenciatura,1330370,2,3
licenciatura,1330373,3,4
licenciatura,12700,5,4
bacharelado,312700,5,5
bacharelado,1100002,3,4
licenciatura,1100003,4,4
bacharelado,12835,4,4
licenciatura,116862,3,4
licenciatura,116884,3,4
licenciatura,1112909,4,4
licenciatura,43967,4,4
bacharelado,343967,3,4
licenciatura,12975,5,5
bacharelado,312975,5,5
licenciatura,13106,4,4
bacharelado,313106,4,4
licenciatura,1166039,3,4
bacharelado,13218,3,4
licenciatura,102156,3,4
licenciatura,107516,2,3
licenciatura,13278,4,4
licenciatura,117058,4,4
bacharelado,313278,3,4
licenciatura,13404,3,4
bacharelado,313404,3,4
licenciatura,1161324,2,3
bacharelado,5000897,2,3
bacharelado,13591,4,4
licenciatura,13618,3,4
licenciatura,118098,3,4
licenciatura,13742,4,5
bacharelado,45080,4,4
licenciatura,13874,4,5
bacharelado,103349,3,5
licenciatura,38217,3,4
bacharelado,99567,3,4
bacharelado,314118,3,4
licenciatura,1113070,4,4
licenciatura,116536,5,5
bacharelado,314239,5,5
licenciatura,1270372,5,5
bacharelado,14332,5,4
licenciatura,45204,4,4
licenciatura,120924,5,4
bacharelado,1125887,4,4
bacharelado,1125889,3,4
licenciatura,14511,3,4
licenciatura,101800,3,4
bacharelado,409604,2,3
licenciatura,1126431,3,4
licenciatura,1128054,2,4
licenciatura,1152564,3,4
licenciatura,1161562,3,4
licenciatura,1164183,3,4
bacharelado,101064,4,4
licenciatura,63840,4,4
bacharelado,1102560,3,4
bacharelado,64794,2,4
licenciatura,105674,3,4
licenciatura,100906,2,3
licenciatura,114552,3,4
licenciatura,1285020,3,4
bacharelado,1165075,2,3
licenciatura,1165078,3,4
licenciatura,1122746,4,4
licenciatura,1123044,3,3
licenciatura,62682,2,3
licenciatura,1103315,2,3
licenciatura,1103319,2,3
licenciatura,1103919,2,3
licenciatura,1166780,2,3
licenciatura,1168588,3,3
licenciatura,1304097,3,4
bacharelado,101535,2,3
licenciatura,101892,3,3
licenciatura,1157240,3,3
licenciatura,20577,2,3
licenciatura,83323,3,4
bacharelado,91749,2,4
licenciatura,15834,3,4
licenciatura,58082,2,3
bacharelado,1321484,3,4
licenciatura,16414,2,3
bacharelado,63894,3,4
licenciatura,1430231,3,3
licenciatura,19083,2,3
licenciatura,1189711,2,3
licenciatura,16896,2,3
licenciatura,1321321,2,3
licenciatura,21580,4,4
licenciatura,50935,4,4
licenciatura,51044,2,3
licenciatura,18895,2,3
licenciatura,89255,3,3
licenciatura,113365,2,3
licenciatura,123764,2,3
licenciatura,123780,2,3
licenciatura,123789,2,3
licenciatura,123791,2,3
licenciatura,1158924,5,5
licenciatura,11171,3,4
bacharelado,311171,3,4
licenciatura,81312,3,4
licenciatura,123233,2,3
licenciatura,109618,3,4
licenciatura,1105116,3,4
licenciatura,1126893,2,3
licenciatura,1128095,2,3
licenciatura,1126724,2,4
licenciatura,120078,3,3
licenciatura,120084,3,3
licenciatura,1335623,2,3
licenciatura,1364464,3,3
licenciatura,1399536,2,3
licenciatura,1403609,3,3
licenciatura,5000146,2,3
licenciatura,1117076,3,4
licenciatura,1127927,3,4
licenciatura,1126881,3,3
licenciatura,1127374,2,2
licenciatura,1128010,2,3
licenciatura,113202,3,4
licenciatura,1103688,4,4
licenciatura,1168212,3,4
licenciatura,1313171,4,4
licenciatura,1313172,3,4
licenciatura,1313173,4,3
licenciatura,1330118,4,4
licenciatura,1374756,4,4
licenciatura,1377538,3,4
licenciatura,108434,2,3
licenciatura,121135,2,3
licenciatura,121451,2,3
licenciatura,1128549,3,4
licenciatura,1129597,2,4
licenciatura,71553,2,3
licenciatura,63059,3,3
licenciatura,1103371,2,3
licenciatura,1103854,2,3
licenciatura,1341227,2,3
licenciatura,1341231,3,3
licenciatura,99808,2,4
licenciatura,1152881,2,3
licenciatura,5000568,2,3
licenciatura,101996,2,3
licenciatura,1104480,2,3
licenciatura,1126912,3,3
licenciatura,1102978,4,4
licenciatura,1338270,3,3
licenciatura,67249,4,4
licenciatura,121016,4,4
bacharelado,1153800,3,3
licenciatura,1160759,1,2
licenciatura,1368260,1,2
licenciatura,118016,3,4
licenciatura,60756,1,3
licenciatura,60768,2,3
licenciatura,1102012,2,4
licenciatura,1102644,3,4
licenciatura,1103487,3,4
licenciatura,1100880,2,4
licenciatura,1103163,2,4
licenciatura,1128937,2,4
licenciatura,1128939,2,3
licenciatura,1313065,2,3
licenciatura,122138,3,4
bacharelado,95769,2,3
licenciatura,1174684,2,3
licenciatura,1137369,2,3
bacharelado,1102344,4,4
licenciatura,1102400,5,5
licenciatura,1125948,3,4
licenciatura,1419756,3,4
licenciatura,98616,1,3
licenciatura,103385,2,3
licenciatura,104812,1,3
licenciatura,104280,3,4
licenciatura,1147025,2,3
licenciatura,1178556,4,4
licenciatura,1103526,2,2
licenciatura,1103745,2,3
licenciatura,59461,2,4
licenciatura,1268177,2,3
licenciatura,1313180,1,3
licenciatura,1404321,2,4
licenciatura,1405006,4,4
licenciatura,1312197,5,5
licenciatura,1152567,3,4
licenciatura,1152574,3,4
licenciatura,1292766,2,4
licenciatura,1168526,1,3
licenciatura,1153957,2,4
licenciatura,1189755,3,3
licenciatura,70981,4,4
licenciatura,99040,4,4
bacharelado,399040,3,3
licenciatura,1284905,2,3
licenciatura,1350699,2,3
licenciatura,102038,3,4
bacharelado,402038,3,4
licenciatura,102090,4,5
bacharelado,1084262,2,3
bacharelado,118002,4,4
bacharelado,95017,3,4
bacharelado,99406,5,4
bacharelado,112086,2,3
bacharelado,102590,3,4
bacharelado,80779,4,4
bacharelado,118336,3,3
bacharelado,116066,3,4
bacharelado,115728,4,4
bacharelado,1137717,4,4
bacharelado,18671,3,3
bacharelado,103062,4,3
bacharelado,113293,3,3
bacharelado,60428,1,2
bacharelado,60430,4,3
bacharelado,60462,1,2
bacharelado,60464,3,3
bacharelado,64276,3,3
bacharelado,64288,2,2
bacharelado,110926,2,3
bacharelado,1458091,3,3
bacharelado,1214936,5,4
bacharelado,3193,4,4
bacharelado,54172,4,4
bacharelado,7839,4,4
bacharelado,87396,3,4
bacharelado,11554,4,4
bacharelado,116770,3,3
bacharelado,1122221,5,4
bacharelado,116870,3,4
bacharelado,1102674,4,4
bacharelado,87195,5,4
bacharelado,1128364,4,4
bacharelado,1288839,2,3
bacharelado,1132918,4,4
bacharelado,107360,3,4
bacharelado,1136142,4,4
bacharelado,121636,3,4
bacharelado,1106427,1,3
bacharelado,106167,3,4
bacharelado,1300429,4,4
bacharelado,123429,4,4
bacharelado,21600,4,4
bacharelado,101830,3,3
bacharelado,118420,4,4
bacharelado,115582,4,4
bacharelado,1117717,2,3
bacharelado,101558,3,4
bacharelado,1272012,5,4
bacharelado,100816,4,4
bacharelado,120385,4,4
bacharelado,1118057,4,3
bacharelado,1379275,4,4
bacharelado,113813,4,3
bacharelado,65614,4,4
bacharelado,113937,3,3
bacharelado,97778,3,3
bacharelado,20065,4,4
bacharelado,18387,3,4
bacharelado,59109,3,4
bacharelado,121794,2,3
bacharelado,1113852,2,3
bacharelado,1113886,5,5
bacharelado,1310955,3,3
bacharelado,1405629,1,3
bacharelado,1139692,4,4
bacharelado,95706,4,4
bacharelado,60406,3,3
bacharelado,60560,2,3
bacharelado,62382,2,3
bacharelado,83710,2,3
bacharelado,115374,3,3
bacharelado,1286732,3,3
bacharelado,1330352,2,3
bacharelado,1330896,2,3
bacharelado,1314243,3,3
bacharelado,5000135,3,3
bacharelado,122845,4,4
bacharelado,1127925,3,3
bacharelado,1270538,3,4
bacharelado,1191217,4,4
bacharelado,1191221,2,3
bacharelado,1191224,3,4
bacharelado,1101244,3,3
bacharelado,1376000,3,3
bacharelado,1330347,4,4
bacharelado,1181327,4,4
bacharelado,1292727,3,3
bacharelado,1342408,3,3
bacharelado,1382664,3,3
bacharelado,1451148,2,3
bacharelado,1191018,4,4
bacharelado,1404253,4,4
bacharelado,5000578,2,3
bacharelado,1126898,3,3
bacharelado,1191268,2,3
bacharelado,1313407,3,3
bacharelado,17077,2,3
bacharelado,85640,4,4
bacharelado,18384,4,4
bacharelado,1318224,2,3
bacharelado,1102774,4,4
bacharelado,1103034,3,4
bacharelado,18957,2,3
bacharelado,362880,2,2
bacharelado,86326,3,3
bacharelado,1128077,2,3
tecnologico,115664,4,3
tecnologico,121131,4,3
tecnologico,1159447,3,3
tecnologico,5000884,4,3
tecnologico,62742,4,3
tecnologico,1430245,2,3
tecnologico,41278,4,4
tecnologico,1188193,3,4
tecnologico,42461,5,4
tecnologico,60006,4,4
tecnologico,85822,4,4
tecnologico,110144,4,4
tecnologico,116590,5,4
tecnologico,1122749,4,4
tecnologico,1315430,3,3
tecnologico,112630,4,4
tecnologico,1106554,3,3
tecnologico,1166498,4,4
tecnologico,1180600,4,4
tecnologico,1258759,3,3
tecnologico,1270730,4,4
tecnologico,1285254,5,5
tecnologico,1304108,5,4
tecnologico,1427491,5,4
tecnologico,1142424,4,4
tecnologico,1111971,4,4
tecnologico,18277,3,3
tecnologico,100244,4,4
tecnologico,1183332,4,4
tecnologico,1403893,4,4
tecnologico,95104,5,4
tecnologico,1166614,4,4
tecnologico,1188129,4,4
tecnologico,113469,3,4
tecnologico,1313301,3,3
tecnologico,1341342,3,3
tecnologico,1189812,3,3
tecnologico,1150279,3,3
tecnologico,150129,3,3
tecnologico,1103832,2,3
tecnologico,48231,3,3
tecnologico,72017,4,3
tecnologico,121824,4,4
tecnologico,121940,4,4
tecnologico,122124,5,4
tecnologico,123850,4,4
tecnologico,1128356,4,4
tecnologico,1128377,4,3
tecnologico,1166436,4,4
tecnologico,1168576,4,4
tecnologico,1168577,4,4
tecnologico,1181037,3,3
tecnologico,1188348,4,4
tecnologico,1188375,3,3
tecnologico,1188377,4,4
tecnologico,1214442,3,3
tecnologico,1260286,3,4
tecnologico,1260313,3,3
tecnologico,1420636,3,4
tecnologico,1420648,4,4
tecnologico,5001091,4,4
tecnologico,83436,3,3
tecnologico,1270621,4,4
tecnologico,1299197,3,3
tecnologico,48271,4,4
tecnologico,1193457,2,3
tecnologico,1419884,3,3
tecnologico,62638,4,4
tecnologico,88728,3,3
tecnologico,1186003,2,3
tecnologico,1419853,3,3
tecnologico,1156711,3,3
tecnologico,1330186,4,4
tecnologico,1337241,4,4
tecnologico,1363832,4,4
tecnologico,122150,2,3
tecnologico,1188550,3,3
tecnologico,1342612,4,3
tecnologico,100716,5,4
tecnologico,1127035,3,3
tecnologico,1128230,4,3
tecnologico,1168085,3,3
tecnologico,69318,3,3
tecnologico,91909,3,3
tecnologico,96981,3,3
tecnologico,1261310,3,3
tecnologico,1342409,2,3
tecnologico,1404853,5,4
tecnologico,1415487,3,3
tecnologico,1295581,3,3
tecnologico,75347,2,3
tecnologico,79430,4,3
tecnologico,1153085,3,3
tecnologico,1210130,4,4
tecnologico,75359,4,3
tecnologico,107398,3,3
tecnologico,1103759,2,3
tecnologico,1315343,3,3
tecnologico,1364108,4,4
tecnologico,1364335,3,3
tecnologico,1364338,2,3
tecnologico,1314413,3,3
tecnologico,1150328,3,3
tecnologico,116900,4,4
tecnologico,96819,4,4
tecnologico,1264046,5,5
tecnologico,1419856,3,3
tecnologico,96841,2,3
tecnologico,1209155,3,3
tecnologico,1442103,3,3
tecnologico,1103633,5,4
tecnologico,1163800,3,3
tecnologico,1268163,4,4
tecnologico,1313181,2,3
